a_0,a_1,a_2,class
N,M,EY,K
AH,P,AA,N
B,AE,K,L
AH,N,AH,L
AH,V,ER,N
L,IH,S,T
S,UW,P,IH
R,K,R,EH
Z,F,AA,L
L,S,OW,S
EH,R,AH,N
V,IY,EH,S
F,L,IY,AH
IH,N,K,R
CH,UW,Z,T
IY,Y,UW,Z
S,AH,N,D
Z,DH,AE,T
ER,IH,NG,IH
AA,R,IH,N
S,T,AA,K
IY,S,AH,N
R,G,AH,T
T,AH,N,D
UW,AE,N,AH
Z,W,ER,T
M,P,AE,K
SH,T,P,R
EH,JH,AH,S
P,AO,R,T
NG,AH,N,D
V,DH,AH,K
IH,T,W,IH
T,AH,N,D
AH,P,OW,Z
P,R,AH,D
AO,R,DH,AH
SH,EH,R,Z
F,AY,D,IH
P,L,AE,N
V,IH,T,S
N,SH,EH,R
IH,SH,AH,N
AE,S,EH,T
UH,SH,AH,L
W,UH,D,S
N,S,AE,T
V,IY,EH,S
AH,CH,AE,Z
N,F,AH,D
B,AE,L,AH
AH,P,M,AH
EH,V,R,AH
EY,SH,AH,N
M,EY,K,AH
S,F,ER,S
M,AH,N,S
K,R,IY,S
K,AH,N,T
T,S,P,AH
V,ER,M,AH
D,IH,V,IH
N,AH,N,D
F,ER,DH,ER
SH,AH,N,T
F,UH,L,IY
K,AH,N,T
N,B,IY,IH
IH,N,K,AH
UH,D,R,IY
L,EY,M,Z
R,EH,K,AH
W,ER,R,IH
N,AH,M,IY
IY,S,EH,D
ER,T,IH,D
R,T,F,IY
AH,N,Z,AH
Y,UW,Z,IH
NG,W,ER,K
DH,AH,TH,IH
AH,M,AE,K
UW,B,IH,Z
V,AH,L,T
K,T,S,IH
AH,L,TH,R
AA,F,AH,T
L,IY,AE,D
Z,AE,N,T
AH,M,IH,T
R,JH,ER,K
IY,P,AA,L
S,CH,EH,R
N,IY,T,R
K,T,IH,D
AH,L,EY,T
D,Z,S,EH
AY,V,ER,S
AE,K,S,K
N,D,AH,N
D,F,R,AH
T,V,AY,AH
L,AH,N,T
M,P,AH,N
EH,P,Y,AH
IH,K,R,IY
AH,N,UW,Z
JH,EH,K,T
DH,AH,F,IH
D,T,UW,T
IH,SH,AH,L
M,P,ER,S
L,F,AO,L
IH,SH,AH,N
S,IY,M,T
AO,R,T,ER
HH,UW,AA,R
IH,N,DH,AH
IY,W,IH,L
N,S,IH,N
AY,N,Z,S
T,IH,NG,K
V,IH,L,EH
AH,D,IY,L
Z,AY,N,D
AH,N,S,EH
K,F,AA,R
S,T,ER,AH
IH,DH,IH,N
S,T,IH,D
R,UW,P,IH
IY,S,EH,D
UW,T,AH,D
S,EH,T,AH
T,W,IY,N
IY,P,R,AH
M,EY,N,D
R,IY,S,ER
N,S,IY,S
F,L,EH,K
K,W,AO,R
EY,T,IH,D
AH,V,DH,AH
R,AY,T,IH
N,S,P,EH
S,ER,N,D
D,IH,N,T
NG,K,S,K
T,IH,T,S
T,IY,AH,D
IY,T,DH,AH
AH,M,P,EH
T,IY,AH,N
P,R,AY,ER
F,IH,SH,AH
S,T,AE,N
S,UW,M,ER
R,T,ER,Z
W,IY,K,N
AA,Z,K,AH
IH,P,IH,N
W,AH,N,K
Z,N,AA,T
CH,W,AA,Z
S,K,AH,N
EH,N,JH,AH
L,AE,N,AH
V,IY,EH,S
AH,T,M,IY
IH,T,ER,N
AH,B,AW,T
M,EY,N,L
S,S,EH,D
IH,N,DH,AH
T,IY,IH,K
N,AY,D,EH
Z,DH,EY,S
T,IH,D,AH
JH,AH,S,T
P,L,AY,Z
T,R,AH,D
AH,JH,IY,AH
AH,S,T,S
ER,CH,AH,N
AH,S,T,D
ER,G,UH,D
AE,V,ER,IH
IH,L,AE,D
AA,R,K,AH
T,UW,DH,EH
N,D,D,IY
NG,B,AA,N
AH,N,Z,R
R,AH,N,IH
AO,R,W,ER
T,EH,N,D
R,AH,P,T
AH,M,P,AH
IY,B,IH,L
S,T,ER,N
IH,N,K,AH
AY,S,AH,Z
AH,N,D,AH
AH,CH,UH,R
D,W,AY,D
G,Y,ER,Z
T,AH,V,D
R,AY,S,R
V,IH,F,EH
AH,N,T,AH
L,IH,SH,AH
UW,AH,T,EH
EH,T,S,K
N,F,R,AH
IH,K,JH,ER
AH,L,OW,ER
P,EH,N,D
L,AH,V,R
T,R,OW,L
IH,N,DH,AH
AH,N,D,K
DH,AH,G,R
V,AH,P,IH
M,B,AY,N
EY,T,IH,D
AH,N,Z,AH
K,W,OW,T
AH,T,IY,Z
D,F,AO,R
EY,T,S,EH
S,EH,N,T
IH,T,B,IH
D,IH,SH,AH
R,DH,AH,IH
IH,SH,UW,D
IH,D,AH,D
ER,AH,K,AH
W,UH,D,R
EH,N,S,T
D,IH,S,K
M,T,AE,K
B,EY,S,AH
DH,AH,AW,T
R,AA,D,AH
UW,AE,N,EH
G,EY,V,N
V,IY,EH,S
V,OW,T,IH
HH,AE,V,S
IH,NG,AE,Z
N,AE,N,AH
T,S,IY,N
D,T,UW,L
M,EY,K,EH
AE,N,AH,N
N,V,EH,S
M,AW,N,T
M,P,AH,N
AH,M,W,IY
NG,AE,K,S
M,IH,T,S
S,AY,N,D
AA,F,AH,T
S,N,EH,K
K,T,IH,D
AA,N,D,AH
UW,F,AO,R
T,AH,L,T
V,ER,DH,EH
AA,R,JH,AH
AA,K,AE,T
M,AA,R,K
UW,Z,D,IH
D,AH,DH,ER
ER,Y,UW,Z
L,EH,K,S
AA,Z,M,EH
EH,S,SH,EH
D,IH,T,IH
IH,R,AA,R
P,AW,N,D
T,EY,T,L
T,UW,S,EH
AH,CH,EY,N
NG,Z,V,IY
L,EH,K,T
N,AH,L,T
W,IH,L,N
L,Y,AH,N
AH,L,K,AH
IY,S,AH,N
S,T,R,EH
S,L,IY,R
F,AO,R,K
AO,R,IH,N
IH,T,W,IY
S,AH,K,S
B,L,AA,K
OW,Z,AH,L
R,JH,AH,Z
M,AH,B,AH
NG,DH,OW,Z
AH,T,W,IY
F,AO,R,AH
Y,IH,R,EH
D,SH,AO,R
AO,R,Y,IH
S,T,IH,D
S,EH,D,IH
IH,K,S,T
T,S,P,AH
N,D,IH,N
N,AH,JH,ER
K,L,OW,N
Z,K,AH,S
IH,Z,AY,N
Z,T,UW,K
T,UW,K,AH
S,AH,N,D
V,IY,EH,S
S,AH,P,L
Z,ER,V,Z
K,T,AH,D
R,IY,W,IH
AH,N,D,S
AH,B,AA,R
W,EH,N,EH
AA,Z,D,R
S,OW,L,D
N,AA,N,IH
AA,Z,P,R
Y,IH,R,Z
IH,G,Y,ER
V,IY,EH,S
IH,K,W,AH
AH,N,IY,S
Y,UW,AH,L
IH,L,EH,K
P,AO,N,AH
K,AA,M,AH
IH,L,B,IY
B,S,IH,D
R,AH,S,IY
D,HH,IY,AH
AH,G,R,IY
S,T,Y,IH
L,T,UW,IH
AH,S,T,AH
IH,ZH,AH,N
P,AA,R,T
P,L,AE,N
SH,AH,N,K
UH,D,B,IY
S,T,AA,K
EY,SH,AH,N
AH,IH,N,D
T,IH,NG,IH
D,ER,AH,L
D,ER,N,IH
AH,K,AA,S
Z,AH,N,D
R,AH,N,D
IH,NG,DH,AH
AH,K,ER,AH
AH,N,T,R
AH,N,F,AH
D,EH,T,IH
B,AY,DH,AH
G,R,OW,N
AO,R,AH,T
AE,Z,AE,N
V,ER,M,AH
S,K,K,AH
IH,T,S,T
B,AY,DH,AH
AH,B,AW,T
UW,EH,F,ER
IY,JH,AH,N
R,IY,P,R
D,DH,IH,S
DH,AE,T,D
HH,OW,L,D
T,IH,D,IH
D,L,AA,R
S,T,R,IH
JH,AH,W,AH
AA,L,AH,T
HH,EH,JH,ER
R,EY,D,IH
R,D,IH,D
AH,S,EY,L
AH,F,EY,IH
AH,M,DH,AH
L,UW,D,Z
IH,L,DH,IH
P,T,IH,D
ER,S,AE,T
IH,N,D,AH
R,AY,V,K
L,OW,Z,D
AE,K,SH,AH
AA,R,T,N
R,T,M,AH
EH,D,IH,T
N,AW,N,S
AA,R,K,AH
R,Z,IH,N
P,L,IY,D
P,AA,L,AH
IY,AH,L,AH
D,DH,AE,T
R,M,ER,L
Z,V,ER,S
IH,NG,B,EH
N,T,W,IY
AH,M,Z,L
N,D,M,AH
CH,AH,S,T
R,D,EH,T
OW,L,AH,N
T,AY,T,AH
IH,NG,D,EH
IH,L,IH,T
Z,AH,N,D
S,N,UW,IH
T,M,AO,R
V,AH,T,EH
N,T,AH,N
UW,EH,R,IY
F,AH,S,ER
AH,N,D,IH
S,P,R,AH
M,P,IY,T
K,IH,Z,IH
AH,M,IY,T
EH,K,S,EH
AH,L,S,EH
G,AH,V,ER
F,IH,S,K
IY,IH,NG,IH
D,W,IH,L
AH,L,Z,S
AH,N,IY,AH
N,Y,AH,N
L,IY,D,ER
K,T,S,D
T,W,IH,L
Y,UW,T,AH
AH,AH,N,D
UW,F,IH,L
S,OW,SH,AH
M,AH,N,T
ER,L,IY,ER
EH,K,S,T
IH,L,Y,AH
P,R,AY,S
K,R,IY,S
V,ER,DH,AH
Y,IH,R,Z
EH,N,T,ER
V,G,UH,D
S,EH,K,T
K,AW,N,T
AO,R,AH,N
EY,SH,AH,N
OW,Z,AE,T
IH,T,AH,K
R,AH,V,IH
B,S,T,AH
OW,V,ER,S
IH,NG,G,AH
S,IH,S,T
AA,R,T,R
B,AE,NG,K
L,EH,R,K
T,T,UW,AH
N,F,AE,T
T,AE,B,L
T,ER,V,EH
AO,R,T,IH
K,S,P,R
IH,N,DH,AH
Z,T,AE,K
AH,T,S,AH
L,EH,N,D
JH,D,F,R
F,L,EH,K
T,Y,UW,R
AH,N,Z,AH
N,T,S,T
P,R,EH,Z
P,IY,P,AH
M,AH,N,T
D,EH,K,S
IH,L,Y,AH
UW,IH,N,K
S,ER,L,IY
F,AY,D,IH
JH,AH,S,T
AE,NG,K,S
AH,L,OW,N
AH,M,R,IY
N,EH,K,S
V,AH,V,AH
D,DH,AH,K
IY,K,HH,IY
N,AY,T,T
EH,R,Z,IH
T,T,UW,D
EH,D,AH,T
D,IH,D,T
AH,B,S,AH
K,L,UW,D
M,B,ER,Z
M,AA,R,K
AH,N,S,IH
Z,AW,T,R
SH,AH,N,T
IY,D,IH,K
CH,UH,R,IH
V,ER,DH,AH
D,P,OY,N
AH,S,T,IH
AH,N,T,R
G,Z,EH,K
T,W,UH,D
P,R,AA,K
P,AO,R,T
L,AH,T,IY
D,AH,N,D
T,AH,V,AH
N,D,F,AH
S,AH,Z,AH
N,IH,NG,S
HH,AE,Z,N
L,UW,T,AH
AY,T,S,AH
ER,AH,N,S
K,EY,SH,AH
R,AY,S,T
S,T,AA,K
T,AH,M,Z
D,EY,SH,AH
D,IH,D,T
P,AH,L,AH
S,T,IH,N
N,T,ER,N
AH,JH,AH,S
D,AH,S,T
ER,TH,R,IY
P,AA,R,T
N,D,ER,Z
D,AE,N,IH
AH,L,P,AH
D,W,AA,Z
S,F,AO,R
ER,JH,ER,AH
L,Z,AO,R
AE,K,T,IH
M,EY,K,AH
K,AO,F,ER
T,AA,K,AH
IY,D,W,IH
T,B,IH,T
K,AE,P,AH
R,JH,AH,N
D,OW,V,ER
B,AE,K,S
G,IH,V,Z
M,Z,B,IH
IH,S,Y,IH
D,IH,T,K
AH,V,DH,AH
D,DH,AE,T
S,UW,T,IH
S,EH,T,S
T,EY,N,IH
P,L,AE,S
D,Z,IH,N
P,R,AY,S
R,S,K,EH
Z,AO,L,S
D,AH,N,S
Z,D,ER,EH
R,IY,EY,T
AH,T,AH,L
IY,W,AH,N
T,IH,D,T
T,HH,AE,Z
S,T,IH,D
M,EY,K,AH
W,EH,S,T
D,R,EY,T
D,HH,OW,L
R,EH,Z,IH
AA,N,DH,AH
M,EY,N,S
M,AE,D,S
IH,NG,IH,N
T,R,EY,D
IY,B,IH,K
IY,IH,F,AH
AH,N,AH,L
K,AA,M,AH
EH,K,Y,AH
R,IY,M,AH
M,EY,SH,AH
ER,Z,IH,Z
T,HH,AE,Z
IH,NG,AE,N
V,AY,Z,D
B,IY,AE,N
T,AH,N,Z
AH,N,UW,AH
S,OW,L,IY
IH,DH,IH,N
B,IH,N,T
AE,T,D,AH
AH,Z,AH,S
AY,M,AH,T
T,IY,Z,S
EH,Z,AH,N
AE,T,HH,IY
UW,IH,K,S
P,AO,R,T
T,M,EY,D
S,F,AO,R
R,IY,M,AH
T,W,IY,N
S,EH,F,ER
R,IH,L,IY
AH,N,AW,N
D,IY,AA,N
V,IH,NG,AH
M,P,R,AH
K,SH,AH,N
HH,AE,Z,IH
S,D,AA,K
S,EH,D,IH
HH,AE,Z,N
HH,IY,D,AH
L,B,IY,S
F,EH,D,ER
EY,JH,ER,S
IY,S,EH,D
AE,N,Z,T
L,M,AA,R
AH,N,IH,N
D,IH,NG,AH
AH,N,S,T
Z,W,UH,D
T,ER,M,AH
D,EH,N,D
D,B,IY,R
T,HH,AE,Z
P,AH,T,AH
S,M,AH,N
L,L,OW,N
OW,K,ER,Z
L,AY,N,IH
ER,W,AH,N
AH,M,IH,T
AH,K,AA,N
EY,D,IH,T
UW,Z,F,AH
T,IH,D,S
W,OW,T,AH
N,IH,N,IH
S,R,IH,Z
B,IY,K,AH
AA,N,DH,AH
ER,V,Z,IH
AW,N,T,IH
W,ER,L,D
AE,T,DH,AH
IY,OW,AO,R
EY,SH,AH,N
T,S,IH,T
L,EY,T,ER
P,R,AA,D
R,AY,K,N
IH,P,M,AH
IY,EH,S,L
T,AE,N,D
T,UW,D,IH
AH,AH,F,IH
IH,D,DH,AH
V,AH,L,Z
IH,JH,IH,Z
Z,S,IH,N
Y,UW,N,AH
IH,N,T,EH
AH,K,AO,R
L,OW,S,IY
SH,AH,L,Z
B,IH,N,R
CH,IH,NG,AH
AH,M,B,ER
N,T,R,IY
S,DH,AE,T
Y,UW,CH,ER
N,D,AH,D
K,ER,AH,N
P,AO,R,T
IY,AH,L,D
D,IH,SH,AH
B,AH,L,T
D,IH,F,EH
N,IY,IH,N
AH,P,OW,Z
EY,N,Z,AH
V,DH,AH,S
AH,N,AH,L
AH,V,AY,Z
IH,N,IH,S
K,R,IH,T
AH,N,AH,L
AE,T,DH,AH
EH,T,B,IH
M,AE,T,IH
B,AY,DH,AH
IH,D,IH,K
T,AA,R,T
JH,ER,TH,R
IY,Z,AH,N
AH,N,AE,N
AY,M,OW,S
EH,D,S,AH
EH,D,HH,IY
S,AH,Z,S
AE,N,D,T
K,AH,V,ER
D,IH,F,AH
IY,R,IH,Z
S,T,AA,R
R,T,P,R
V,N,OW,D
R,AY,S,K
P,L,AE,N
T,K,AH,N
T,IH,D,T
EY,T,IH,D
K,AE,L,K
AH,V,IH,N
AE,M,IH,Z
V,ER,M,AH
AH,R,IH,Z
AH,V,AH,T
F,AH,N,D
IH,NG,F,AH
M,D,AE,T
AE,NG,K,D
DH,ER,D,EH
N,T,R,IH
N,DH,AH,L
AH,M,M,IH
K,IH,L,D
T,EY,K,S
D,SH,EH,R
N,D,AH,S
SH,IY,N,ER
DH,AE,T,AH
L,AH,B,AH
P,AA,N,D
EH,D,ER,AH
IY,IH,N,K
D,EY,L,IY
ER,V,AY,S
EH,R,M,AH
EH,F,ER,AH
R,D,W,IH
AH,N,S,EH
DH,AH,P,R
L,M,AH,N
ER,Z,S,EH
R,T,T,AH
B,JH,EH,K
DH,AH,T,R
EY,M,AH,N
S,F,AO,R
T,T,AH,N
AH,P,OW,Z
S,F,AE,K
K,L,UW,D
OW,T,S,AH
NG,AH,D,IH
ER,AH,G,EH
AH,AH,G,R
V,OW,T,IH
N,SH,AH,L
Y,UH,R,AH
AH,N,TH,S
AH,IH,F,EH
JH,F,R,IY
W,ER,K,ER
L,OW,ER,K
M,P,AO,R
AH,K,CH,ER
L,OW,T,IH
IH,D,D,AH
S,T,AE,T
N,AH,T,EH
EY,SH,AH,N
Y,AH,L,AH
T,AY,T,AH
AH,V,AE,N
Z,N,AA,T
Z,AH,N,D
AH,N,Z,AH
T,S,K,ER
UW,EY,T,IH
AO,F,ER,IH
S,IH,T,AH
L,AH,S,S
ER,Z,AA,R
EH,D,HH,IY
B,IH,L,D
AH,G,OW,EH
K,OW,CH,EH
Y,IH,R,Z
AH,B,AE,R
AH,K,EY,S
DH,AE,T,K
T,IH,V,AH
K,S,CH,ER
IH,S,T,AH
K,DH,AH,K
IH,Z,EH,N
R,EY,Z,D
AY,L,D,IH
S,D,EY,Z
P,SH,AH,N
DH,AH,R,IY
ER,D,S,T
W,IH,DH,IH
IH,F,EH,K
UH,D,S,AH
IH,L,Y,AH
HH,AE,V,R
L,D,K,AH
V,IH,N,K
AH,M,P,EH
N,IH,F,IH
Z,AH,V,K
N,IY,G,R
P,OW,K,S
AH,G,R,IY
Z,AH,DH,ER
AH,JH,OY,N
R,IY,IH,N
N,W,IY,K
AH,N,AA,N
N,K,ER,IH
AA,Z,P,R
M,ER,JH,AH
B,IY,S,T
F,ER,S,T
IH,SH,UW,D
S,T,ER,D
K,S,T,S
AH,N,EH,K
T,ER,Z,T
D,AE,T,AH
N,T,S,AH
AH,N,AH,N
S,T,DH,IH
N,DH,AH,T
T,AH,B,AH
S,ER,T,AH
M,AE,G,AH
L,D,AY,R
S,DH,AE,T
D,Z,IH,N
D,DH,AE,T
AH,F,IH,L
AA,Z,IH,T
AH,N,D,IH
ER,T,IY,AH
P,Y,UW,T
IH,DH,M,IH
AO,R,AH,N
P,R,AE,K
AH,Z,AA,R
EH,G,Y,AH
UW,CH,EY,N
IH,NG,P,R
Z,AH,D,EH
N,IH,NG,AH
N,T,IH,N
AH,N,IY,R
T,IH,T,S
UH,D,S,AH
W,OW,T,AH
AE,D,K,AH
W,AA,Z,N
EH,G,AH,T
D,DH,AE,T
AO,NG,IH,N
Z,IH,T,AH
Z,K,AH,N
Z,F,R,AH
AH,S,T,R
K,SH,EH,R
IH,NG,IH,N
K,ER,AH,N
R,EY,N,K
Z,AH,N,Z
N,M,OY,S
EH,R,F,ER
K,AH,L,D
AH,L,AW,IH
EY,Z,D,IH
AH,AE,K,T
S,EH,D,IH
Z,L,EH,D
AY,S,AH,S
T,S,T,R
D,B,IY,K
IY,HH,EH,L
IH,L,EY,T
AH,M,AW,N
D,IH,F,EH
S,S,UW,T
HH,EH,V,IY
AH,L,IY,T
IY,P,EY,AH
Z,N,AH,S
OW,L,D,ER
V,IY,EH,S
N,W,UH,D
R,EH,S,IH
F,AO,R,K
S,S,EH,D
K,AA,S,T
S,T,K,R
P,OW,Z,IH
P,AE,K,T
V,IY,EH,S
D,M,IY,T
EY,T,W,AH
R,DH,EY,IH
W,EY,JH,R
T,K,AH,T
IH,K,AH,N
M,P,AH,N
SH,D,IH,S
EY,D,IH,T
R,AH,T,IY
S,F,AO,R
N,S,AE,Z
AH,V,AE,N
EH,S,P,R
IH,F,AO,L
T,UW,DH,AH
AH,V,W,AH
D,N,AA,T
L,AE,S,T
M,AH,N,T
AH,L,AY,Z
AH,T,S,AH
IH,NG,AA,N
AH,T,IH,N
IH,V,AY,Z
DH,AH,B,AH
Z,K,AH,N
AW,B,IH,N
ER,L,D,IH
ER,L,D,EH
AH,L,Z,IH
B,Y,AH,T
ER,AH,G,EH
R,IH,K,S
D,L,EY,T
S,M,EH,N
AO,R,T,S
AY,DH,AE,T
T,N,AA,N
AH,V,T,R
T,UW,B,IH
Z,F,EY,S
K,R,AY,S
EH,T,ER,K
EH,D,AH,T
B,IH,Z,N
AO,R,M,AH
R,EY,T,S
L,IH,S,T
T,R,IY,EH
D,AH,S,T
IY,Z,AA,R
IY,T,UW,S
AE,V,B,R
R,T,AH,N
JH,AH,N,S
R,EH,Z,AH
JH,AH,S,T
N,T,UW,IH
AE,F,T,ER
IH,T,IH,D
IH,Z,EH,K
P,L,EY,IH
N,D,IH,D
G,Y,AH,L
IH,K,Y,AH
R,AY,S,AH
DH,EH,R,IH
T,UW,AH,N
N,F,AH,D
Z,SH,UH,D
ER,EY,T,S
D,G,AE,S
L,M,IY,T
K,S,W,IH
T,M,AH,N
N,Y,UW,D
AH,N,TH,S
N,D,AH,D
AH,Z,IH,N
AH,N,T,T
N,T,UW,EH
IY,AH,HH,IY
DH,AH,AE,N
R,T,ER,L
M,AH,N,T
F,AA,L,IH
EH,D,IH,T
NG,T,UW,R
M,EH,N,T
OW,W,AO,R
AH,P,AH,K
JH,IY,AH,K
T,AO,L,S
K,W,AA,L
AE,JH,AH,N
S,AH,V,IH
S,OY,L,R
N,JH,DH,IH
L,M,EY,K
AH,L,IY,S
N,T,R,AH
F,L,AE,T
P,B,AY,K
S,EH,K,AH
M,AA,R,K
HH,AE,P,S
S,EY,L,Z
EH,D,IH,N
S,T,R,AH
K,AA,N,AH
IH,M,P,R
K,S,EH,D
T,AO,F,ER
EH,ZH,ER,IY
AH,B,AH,L
K,AH,N,IH
AO,R,T,ER
S,EH,D,AH
HH,EH,D,AH
R,OW,V,ER
P,IH,R,IY
T,L,UW,Z
AH,N,SH,EH
IY,Z,AH,N
T,L,UH,K
T,S,IH,Z
AE,Z,AE,N
T,IH,N,D
V,ER,T,S
L,Y,AH,N
Z,EH,K,AH
IH,N,T,ER
T,UW,AH,N
TH,R,EH,T
S,T,AE,D
ZH,AH,N,AH
M,IH,N,AH
W,IH,DH,AH
T,UW,S,EH
AH,N,Z,T
F,EY,S,IH
AH,N,D,IH
R,AH,B,S
AY,S,EH,L
T,S,P,AH
OW,L,IY,AH
R,EH,Z,AH
L,EH,V,ER
AH,N,K,L
JH,AY,AH,N
EH,R,IH,Z
V,AE,L,IH
AH,N,D,R
V,EH,S,T
P,AH,N,IY
V,IY,EH,S
Z,D,IH,S
AH,N,Z,N
AA,N,S,K
N,AH,S,K
Y,UW,T,ER
B,IY,AH,S
AO,R,T,T
UH,R,D,D
S,IH,T,IH
SH,AH,N,T
M,EH,S,AH
R,EH,ZH,ER
M,EY,B,IY
AH,L,S,IH
EH,F,ER,T
IH,NG,HH,IY
K,T,W,IH
N,EY,T,IH
P,EH,K,T
AH,N,V,IY
M,AE,N,D
IH,NG,D,IH
R,D,IH,L
IY,B,IH,L
N,OW,S,AH
UW,Y,IY,L
S,T,ER,Z
D,IH,N,AH
IH,NG,DH,AH
S,IH,N,K
EY,K,AH,K
P,L,IH,T
IH,N,DH,AH
IY,S,OW,L
N,DH,AH,L
Z,P,UH,T
T,AO,F,AH
N,AH,P,R
SH,AH,N,Z
N,OW,D,IH
S,OW,S,EH
T,ER,Z,S
EH,N,S,T
IH,F,F,R
AH,N,T,R
AH,N,Z,L
AH,N,IY,EH
IH,T,W,IH
AH,N,AE,N
K,AH,N,T
S,P,EH,K
EY,JH,AH,N
AA,F,AH,T
AO,S,W,AH
D,AH,N,D
EH,R,Z,AH
F,AO,R,IY
IH,N,AH,S
IH,L,S,T
EH,D,DH,AH
IH,N,DH,AH
AH,D,IH,S
M,P,AH,N
N,SH,AH,N
AH,D,R,AH
L,OW,Z,D
IH,R,K,R
N,T,EY,K
R,AH,S,T
IH,K,G,R
IH,NG,AH,N
D,F,AO,R
IY,S,IH,N
T,F,IY,AH
T,S,S,EH
G,IH,V,AH
AH,T,B,IH
EH,R,IY,T
Z,L,IY,D
N,T,UW,S
EH,D,IH,T
S,T,Y,IH
V,EH,L,AH
AH,L,Z,AH
IH,S,T,AH
M,AH,N,T
N,IY,K,AH
D,T,AH,D
AH,P,AH,N
N,TH,R,IY
AE,Z,AO,L
AH,F,ER,D
IH,N,K,ER
K,Y,AH,L
ER,AH,N,S
HH,OW,L,D
T,AE,F,T
AE,T,DH,AH
NG,M,IH,L
OW,G,EH,R
L,IH,S,T
IH,R,IY,AH
IH,L,S,T
AH,Y,IH,R
EH,K,T,IH
R,G,AH,N
IY,Y,IH,R
AA,N,D,Z
AH,D,K,L
R,Z,T,AH
B,AO,R,D
B,AE,NG,K
T,AH,F,T
AH,L,Z,S
AO,N,AH,N
EY,T,L,IY
S,SH,UH,D
AH,EH,N,D
M,AH,N,T
T,M,AH,N
AH,P,AA,N
DH,AH,G,AH
AH,M,P,AH
D,P,R,EH
IH,N,D,AH
D,EH,T,S
K,AE,P,AH
L,Y,AH,N
N,D,EH,T
B,IY,HH,EH
IH,NG,W,IH
IH,N,T,ER
Y,UW,CH,ER
L,EY,T,T
D,IH,NG,N
T,AH,N,S
AY,M,HH,IY
L,EY,SH,AH
ER,OY,L,AH
T,M,AH,N
K,AH,N,T
AH,L,IY,T
IY,EY,SH,AH
L,IY,K,AH
AE,N,SH,AH
AH,M,P,L
S,EH,K,AH
D,IH,SH,AH
DH,EH,R,AH
D,M,IH,N
L,D,T,R
AA,R,B,IH
IY,IH,N,T
T,IH,K,S
N,D,EH,R
R,IH,Z,EH
UH,D,B,IY
EH,N,W,ER
EH,R,P,R
AY,S,AH,Z
ER,EY,T,IH
IH,SH,UW,Z
Y,EH,S,T
M,AH,N,T
N,S,F,R
F,AO,R,T
N,S,DH,AH
N,AH,V,AH
N,AE,N,S
K,AH,N,S
S,T,M,AH
D,T,AE,K
S,P,EH,N
T,L,EY,Z
T,T,UW,S
IH,L,Y,AH
L,UW,ZH,AH
NG,AE,Z,AH
AH,L,B,IH
K,W,OW,T
AA,F,AH,T
P,AO,R,T
DH,ER,D,IH
V,EH,S,T
K,Y,UW,N
S,M,AH,N
N,T,IH,S
AO,R,DH,AH
N,AH,N,D
S,P,AO,R
K,ER,Z,T
N,SH,AH,N
IH,T,S,IH
S,S,EH,K
IH,P,AH,K
HH,IY,S,EH
T,OW,V,ER
S,AH,P,AH
T,F,EH,L
G,OW,SH,IY
EY,K,AO,R
T,S,OY,L
M,AH,N,T
UH,D,B,IY
W,EH,N,T
DH,AH,IH,N
R,IY,AH,D
T,S,W,ER
N,T,EH,N
L,F,S,AH
ER,SH,EH,R
P,AA,N,S
ER,JH,ER,AH
S,EH,D,IH
CH,AO,K,L
T,L,IY,S
T,OW,T,AH
IH,K,W,IH
UW,D,AE,T
ER,W,ER,L
AH,N,D,N
AO,R,DH,IH
N,T,R,AH
S,AW,TH,IY
IY,EH,S,L
N,N,AY,N
EY,SH,AH,N
UW,N,AY,T
IY,N,S,EH
AA,Z,IY,Z
EH,S,P,L
IH,D,EH,N
T,T,UW,D
R,IY,S,T
IH,N,D,EH
N,D,DH,AH
N,IY,P,R
AE,Z,AH,R
EH,T,W,ER
T,AH,M,ER
T,IH,K,S
NG,IH,T,S
R,AH,L,IY
TH,R,EY,T
NG,DH,EH,R
IH,L,B,IY
UW,R,AH,D
AH,N,T,L
IH,L,S,L
B,AE,D,L
CH,K,AH,T
D,DH,AH,IH
AY,SH,EH,R
IH,N,P,AH
IH,N,DH,AH
AH,IH,N,D
W,AH,T,IY
AA,R,M,D
K,EY,D,IH
EH,T,S,AH
P,AA,N,S
AH,M,Z,AH
T,AH,G,EH
M,IY,D,IY
D,IY,AH,T
SH,AH,N,Z
Y,UW,T,AH
N,ER,Z,AH
AY,S,AH,Z
DH,AH,F,EH
N,T,IH,N
L,AO,Z,IH
D,EH,N,D
K,S,P,L
IH,NG,DH,AH
AH,K,T,S
IH,NG,IH,N
AH,G,AH,L
K,T,R,AH
P,L,IH,T
Z,IH,N,K
IH,N,K,L
D,IH,N,S
S,AO,L,S
AA,R,K,S
B,R,AE,N
S,AH,T,IY
B,AE,NG,K
AE,NG,K,S
T,AH,D,T
EH,K,S,T
AH,S,AH,N
AA,D,AH,S
Y,AH,N,K
IH,L,Y,AH
AA,D,AH,K
R,P,ER,AH
CH,ER,K,AH
IH,NG,AA,N
L,AY,AH,N
EH,D,DH,AH
L,EY,S,T
AA,D,AH,T
M,W,ER,L
IH,T,B,IH
AE,Z,B,IH
IH,N,K,L
P,L,AE,N
ER,L,IY,ER
L,AE,S,T
R,T,ER,EH
D,IY,EH,L
EH,Z,AH,D
