a_0,a_1,a_2,class
NG,K,AH,N
D,IH,D,N
ER,IH,Z,P
AW,N,F,R
AO,R,M,R
AH,N,T,EH
T,UW,R,EH
N,IY,B,IH
P,OW,Z,T
M,EY,AH,K
D,AH,D,AH
N,T,AE,K
AH,N,V,ER
D,EH,T,IH
T,TH,R,IY
B,EY,S,T
AH,L,IY,AH
P,AH,N,IY
L,IY,D,ER
M,L,AE,S
EH,N,D,AH
N,TH,AE,T
AH,V,DH,AH
AH,V,IH,T
AA,P,T,T
N,K,R,IY
Z,G,EY,N
M,AH,N,T
R,AE,T,S
V,ER,M,AH
AH,P,M,AH
M,DH,AH,D
D,P,AA,S
IH,D,ER,P
M,IH,N,AH
K,W,AA,Z
K,S,P,EH
UW,B,IY,AH
L,K,Y,AH
EH,M,P,T
AH,M,IH,T
F,T,ER,AH
S,P,EH,K
F,IH,L,D
N,D,AY,Z
SH,AH,N,AH
S,T,ER,N
AH,N,T,R
V,B,L,AH
IH,CH,R,IY
AH,L,AE,N
DH,AH,T,R
UW,N,AH,T
D,TH,R,IY
IY,T,JH,AH
P,R,IH,S
N,IH,SH,T
AH,Z,IH,N
K,AO,R,D
DH,P,R,AH
EH,D,DH,AH
N,IH,K,S
M,P,AH,N
L,Z,DH,IH
L,ER,G,R
V,ER,S,AH
R,OW,T,EH
R,IY,AH,L
AH,N,S,IY
T,S,AH,N
EH,D,B,IH
P,R,IH,Z
N,HH,AE,D
D,N,EH,K
S,F,AH,L
AE,D,AH,D
AH,T,S,AH
Y,AH,L,EH
G,R,IY,T
ER,SH,EH,R
AH,S,IH,L
T,AH,V,L
G,R,AE,M
AH,N,AH,L
IH,V,EH,N
R,AY,T,S
R,IH,NG,K
T,AO,R,Z
SH,AH,L,S
N,OW,P,R
T,ER,D,AH
IH,CH,T,R
Z,F,EY,L
HH,AW,IH,T
UW,Z,P,R
S,P,EH,K
Z,W,IH,L
IH,L,L,EH
ZH,UW,AH,L
N,IY,W,IH
N,AH,T,S
AH,HH,AW,Z
AH,L,AW,T
P,AA,R,L
R,L,AH,M
S,T,EY,T
AH,N,D,ER
T,R,AE,K
IY,K,EH,P
AO,R,T,AH
L,S,W,IY
JH,AH,W,AH
EY,SH,AH,N
IY,V,IY,AH
AH,L,AH,N
T,DH,AH,D
AW,N,T,IH
K,Y,AH,L
IH,SH,AH,N
IH,NG,Z,T
AH,D,AH,N
T,IH,D,L
EH,D,AE,N
ER,D,IH,K
K,CH,ER,D
K,AA,S,T
AH,M,AH,M
N,S,ER,T
T,M,AA,D
M,IY,T,IH
T,AE,K,S
V,IH,N,S
DH,AH,P,L
AH,N,AH,N
ER,Z,W,IH
AO,R,IH,Z
IH,V,AY,Z
T,AH,D,T
AH,L,AA,K
EH,M,B,ER
IH,K,W,IH
S,AA,L,AH
T,IH,NG,AH
S,K,EH,R
UW,N,AA,T
N,S,T,R
D,IH,T,S
N,SH,AH,N
D,AE,K,S
S,IH,T,S
IH,NG,IH,T
AH,T,IY,S
IH,NG,AH,R
S,F,AO,R
Z,DH,AE,T
JH,IH,S,T
L,AH,S,T
EH,SH,AH,N
T,S,W,IH
K,ER,L,IY
S,M,AH,N
S,EH,D,IH
DH,AH,P,AH
AA,R,T,L
S,T,EH,N
N,AA,T,IH
AH,JH,ER,Z
IH,K,S,P
AE,F,T,ER
N,K,R,IY
D,IY,L,ER
NG,R,IY,M
AH,K,AH,L
N,Z,IH,N
IH,K,W,IH
AH,P,S,L
AA,R,G,AH
AH,DH,ER,S
N,T,EY,N
S,T,IH,N
F,IH,T,S
P,EH,R,D
OW,N,ER,K
AH,N,AE,N
D,IH,N,AH
K,AH,M,P
IH,S,T,AH
G,Y,ER,Z
ER,IH,N,K
T,AH,N,Z
Y,EH,N,Z
T,Y,EH,T
AA,M,IH,K
IY,T,R,AH
AA,M,P,R
IY,JH,IH,K
Z,AH,N,T
IH,V,AH,L
IH,Z,D,IH
W,ER,S,T
D,EY,AH,N
EH,N,D,IH
D,IH,T,S
HH,IY,S,AH
N,T,L,IY
N,IH,Z,N
EH,F,AH,S
Y,AH,N,IH
N,S,IH,Z
AH,N,SH,EH
D,AE,N,IH
R,T,T,EH
IH,R,IY,AH
UW,T,UW,R
W,AA,Z,N
P,L,AH,S
AH,K,AH,N
IH,S,K,AH
T,S,EH,D
DH,AH,TH,ER
IH,N,AH,N
IH,N,DH,AH
S,AH,B,AH
D,ER,D,IH
Z,B,IH,N
UW,P,R,EH
IH,T,S,R
UW,D,AE,T
IH,K,S,P
SH,UH,D,K
EH,D,IH,T
IH,T,S,T
S,T,ER,D
K,L,UW,D
T,S,EH,L
AH,N,P,R
AH,N,T,AH
AO,S,AA,N
K,AH,L,S
V,EH,S,T
V,IH,NG,N
EH,N,D,ER
IY,W,IH,L
P,L,EY,S
AO,R,D,ER
S,T,IH,R
M,AH,N,T
IH,Z,AH,M
IH,T,S,K
T,IH,V,AH
EH,L,TH,K
N,T,AH,T
AE,N,AH,L
AH,G,EH,N
N,IH,NG,K
M,L,AY,N
IY,AH,G,EH
AY,N,AE,T
M,R,IH,M
N,AA,N,IH
JH,AH,N,T
AH,L,K,AH
T,S,EH,D
K,R,EH,D
V,ER,T,S
L,IY,OW,N
IH,D,IY,EH
M,Z,W,IH
AH,M,IH,N
AH,L,IH,M
F,R,AH,M
R,IY,OW,P
EY,D,L,IY
T,UW,F,IH
D,IH,V,IH
AH,S,T,IH
N,S,T,AH
V,B,IH,N
R,AA,F,AH
IH,L,Y,AH
ER,AH,N,S
UW,Z,T,ER
SH,EH,R,P
CH,HH,AE,Z
ER,R,OW,Z
M,P,AH,N
L,UW,D,AH
T,UW,R,AH
N,D,W,IH
AW,T,DH,AH
R,AH,N,D
D,IH,T,D
EY,D,B,IH
L,AH,S,R
AH,V,DH,AH
IH,V,B,L
OY,L,F,IY
S,IH,Z,N
IH,NG,IH,N
AY,S,AH,Z
R,EH,Z,AH
P,AO,R,T
IH,N,K,R
R,AH,D,AH
K,AH,W,IY
DH,AH,R,IY
SH,AH,N,Z
AA,N,S,T
R,AA,F,AH
D,IH,T,ER
AH,P,IH,N
AY,L,W,IH
ER,AH,N,T
JH,EH,K,T
ER,DH,AH,P
SH,AH,N,IH
T,UW,K,AH
AA,M,AH,N
T,UW,R,IY
ER,S,T,K
D,L,OW,N
AH,N,T,R
N,D,IH,S
S,OW,S,EH
P,L,OY,IY
JH,IH,N,S
D,AH,P,L
AH,V,K,L
AH,N,D,K
V,K,AH,M
AH,B,K,AH
F,AA,R,M
T,S,W,IH
AH,T,S,K
T,S,K,AH
T,AH,B,L
D,IH,K,S
D,HH,IH,T
R,AH,V,EH
V,IH,T,S
N,D,EH,K
L,OW,Z,D
AH,JH,EH,K
IH,V,AH,D
N,D,R,IH
AO,R,IH,N
R,IH,L,EH
EH,K,T,IH
T,IH,L,AH
T,S,HH,IY
Z,IH,NG,P
N,IH,NG,Z
R,Z,AW,T
T,F,AY,L
ER,L,AO,S
AE,SH,AH,N
S,T,AO,R
AH,M,EH,N
R,AH,K,AH
AH,JH,EH,K
T,AH,L,P
SH,AH,N,K
N,K,AH,P
P,M,AH,N
AH,N,DH,AH
N,Z,AE,T
S,T,EY,T
V,DH,AH,M
IH,SH,AH,L
UW,R,AA,K
K,IH,N,D
AH,IH,K,S
SH,AH,N,AH
S,AH,D,R
D,M,IH,N
K,AH,M,IH
R,AH,S,T
IH,L,Y,AH
M,AH,N,T
AH,V,DH,AH
K,K,AH,N
UW,K,AH,M
F,AE,M,AH
K,T,AH,D
P,R,AH,D
M,P,AO,R
DH,EY,IH,M
D,N,AA,T
DH,AH,S,P
P,R,AY,ER
OW,L,D,AH
M,P,AH,N
IH,CH,P,R
T,W,ER,K
AH,JH,W,EH
T,HH,AA,R
IH,D,EH,R
L,V,AA,L
EY,P,ER,M
AH,S,IH,L
AA,Z,M,IH
V,IH,ZH,AH
P,OW,Z,D
SH,AH,N,Z
M,AW,N,T
ER,Z,DH,AH
T,S,AH,N
IH,L,B,IY
L,AE,N,D
M,P,AH,N
D,F,AO,R
N,D,W,EH
P,AH,Z,IH
IY,EY,SH,AH
EH,D,P,L
D,AH,K,T
W,AH,T,IY
P,AA,N,D
AH,Z,B,AH
AH,Z,AH,N
B,AE,K,S
ER,AW,N,D
L,IH,S,T
M,EH,R,IY
DH,AH,R,IH
Z,AE,N,AH
Y,IH,R,IH
IH,V,EH,L
IH,S,B,IH
JH,ER,IY,AH
N,S,ER,P
EH,R,Z,IH
W,OW,T,IH
AE,M,AH,L
B,S,IH,D
Y,UW,N,ER
N,D,P,AH
ER,AH,V,N
AE,T,DH,AH
AH,N,IY,IH
D,AH,K,T
IH,N,AO,R
HH,OW,L,S
EH,K,T,R
T,R,EY,D
N,T,R,AH
T,IH,Z,R
Z,AH,L,Z
N,AH,JH,M
AH,K,EY,T
T,AH,P,R
ER,B,AE,R
R,DH,AE,N
P,EY,S,AH
S,IH,Z,AH
EH,S,T,M
ER,T,AE,K
AE,K,S,EH
K,AO,L,Z
NG,S,IY,Z
AE,Z,B,IH
AH,JH,AH,S
F,L,OW,Z
S,IY,D,IH
R,IY,W,AH
S,AH,M,IY
T,ER,AO,R
K,AW,N,S
R,AH,DH,ER
AH,L,ER,P
NG,K,S,L
R,EY,S,P
P,AH,T,AH
P,AA,Z,IH
IY,DH,AE,T
R,IY,L,P
T,IH,N,M
D,IH,T,AH
T,AH,L,D
Z,AH,D,EH
Z,W,AA,Z
IH,NG,T,ER
G,R,AE,N
IH,M,AH,T
S,ER,V,AH
D,ER,EH,K
S,W,AA,Z
T,IH,NG,P
AE,T,DH,AH
AE,D,AH,D
F,T,ER,R
AE,NG,K,S
SH,AH,L,M
P,AH,N,IY
OW,ER,D,IH
AH,L,AA,T
K,AH,N,D
R,IH,K,T
S,T,ER,Z
N,M,EY,K
D,IY,EH,R
K,W,EH,N
AH,V,EH,R
T,S,EH,D
N,Z,IH,N
S,EH,D,IH
IH,R,L,IY
AA,R,K,S
F,L,AH,K
N,AA,M,IH
L,IH,S,T
D,UW,S,IH
T,OW,V,ER
N,EH,T,IH
JH,AH,N,Z
T,EY,K,AH
T,AH,D,P
Z,N,AA,T
UW,N,AH,T
N,JH,EH,S
D,IY,Z,AH
P,L,AH,N
K,AH,M,P
T,UW,K,L
T,HH,IH,T
Z,S,EH,D
N,W,AA,Z
L,AE,N,T
K,AA,S,T
EH,V,AH,L
T,AE,S,K
EY,L,Z,R
R,AE,M,IH
AH,S,T,R
K,IH,N,T
M,OW,S,T
DH,AH,K,L
S,IY,N,K
R,AA,D,AH
Y,UW,Z,ER
N,AO,R,M
EH,K,Y,AH
AH,N,IY,S
P,R,AY,S
IY,V,D,S
AA,P,F,R
EY,K,IH,N
R,K,AH,T
AH,W,AO,R
AH,T,S,AH
T,IH,V,T
F,IH,T,P
AH,B,AH,L
T,L,AE,S
P,L,EY,N
R,EY,D,IH
M,IY,T,IH
D,Z,DH,AH
Z,HH,OW,L
K,IH,Z,K
HH,AE,F,AH
S,T,R,AH
N,R,IY,S
R,D,W,IH
IH,N,F,R
R,OW,D,AH
EH,T,AH,T
B,EY,S,AH
L,AE,S,T
R,AA,F,AH
SH,AH,N,T
L,EH,T,ER
ER,AH,L,R
AH,N,D,IH
S,AO,R,S
R,IY,S,AH
L,AY,T,T
EY,N,AA,T
T,AH,D,AH
W,EH,DH,ER
T,S,EH,L
T,ER,N,S
S,AH,K,S
T,UW,R,IY
EH,D,IH,N
IH,N,G,R
R,S,IH,Z
L,OW,IH,T
AH,S,T,P
SH,AH,N,Z
AE,T,DH,AH
T,AH,S,IH
N,Z,IH,N
ER,Z,W,IH
T,R,AH,M
P,R,AY,S
N,T,K,AH
T,AA,K,S
UH,D,R,IH
DH,AH,OW,P
N,M,AA,R
D,T,UW,AH
AE,S,EH,T
IY,L,P,R
S,T,EH,N
AE,S,T,L
EH,N,T,ER
AE,D,B,IH
AY,S,ER,T
SH,AO,R,T
L,OW,Z,D
S,IY,EH,K
S,K,AA,R
EH,K,T,L
CH,ER,B,IH
IY,L,AO,S
AO,R,AH,D
UW,S,AH,P
D,AH,P,L
B,IY,N,L
T,UW,K,AH
IY,IH,N,D
Z,AE,M,IH
IY,Z,W,IH
L,AE,N,Z
AO,R,DH,AH
IH,M,AH,N
EY,T,W,IH
AY,Z,ER,Z
N,D,ER,R
AH,CH,AE,N
T,R,AH,K
AO,R,W,AH
L,D,ER,AH
JH,EH,T,S
V,F,AO,R
S,T,S,S
AE,SH,AH,N
NG,B,IH,L
N,SH,AH,N
AH,S,L,IY
AW,N,S,T
IY,D,UH,R
N,AH,G,R
UW,ER,L,IY
JH,EH,N,ER
K,IH,L,D
M,AA,R,K
M,AH,S,T
B,AE,NG,K
UW,SH,AH,N
N,IH,NG,M
S,IY,JH,ER
IH,N,DH,IH
D,DH,EH,R
SH,ER,AA,N
D,IH,T,S
N,D,IH,T
AO,L,D,K
N,Z,DH,AH
AH,HH,OW,L
S,EY,L,AH
R,T,ER,AH
S,T,DH,AH
V,DH,AH,AH
N,T,IH,N
L,AY,T,S
K,W,AY,ER
D,EH,F,AH
SH,AH,N,T
EY,AO,F,S
P,EH,K,T
S,T,EY,K
R,IY,S,K
NG,D,EH,T
DH,DH,AH,K
Z,AH,N,D
R,AA,D,AH
SH,IH,P,S
N,V,EH,S
HH,AE,Z,P
R,AO,T,P
AO,S,T,EH
OW,Z,AH,L
T,UW,W,IY
HH,AE,V,T
V,AE,N,IH
IH,S,K,L
N,AA,T,IH
N,IH,T,S
N,CH,ER,Z
W,ER,L,D
N,B,EH,S
S,S,EH,D
IH,NG,AH,N
K,AA,S,T
SH,AH,N,T
G,AE,S,AH
Z,N,IH,R
S,IH,F,K
Z,AH,N,D
P,L,AE,N
IH,K,T,IH
T,IH,Z,IH
AH,L,AO,N
S,W,AY,D
K,AA,Z,IH
L,AE,S,T
Z,T,UW,R
M,AH,CH,L
IH,NG,K,L
K,AH,P,EH
Z,T,UW,D
AA,S,P,EH
N,D,B,AH
Z,D,IY,L
N,AY,L,AH
AE,F,T,ER
AE,P,B,IH
IY,D,AH,D
T,R,IH,P
K,AH,M,P
EH,R,IY,D
AE,V,D,IH
F,AO,R,M
AY,N,EH,S
V,IH,N,T
M,P,SH,AH
Z,AH,V,K
AE,N,D,T
T,AH,K,AH
IH,N,AH,L
W,AA,Z,S
DH,AH,TH,ER
AE,NG,K,S
S,AO,R,S
T,AA,N,AH
S,EH,P,T
L,EY,JH,AH
AA,R,N,IH
N,SH,AH,N
IH,K,S,P
UW,D,AO,R
IH,N,D,AH
IH,NG,N,IY
N,IH,NG,IH
EH,R,Y,IH
G,EY,N,Z
D,F,R,AH
P,R,EH,Z
R,AH,M,AH
K,AW,N,T
F,ER,AH,N
T,AH,N,D
IH,N,IH,S
T,F,AO,R
IY,AE,T,S
AO,R,DH,AH
S,EH,D,IH
ER,S,AY,Z
EH,N,IY,T
IH,N,S,AH
T,K,AH,N
T,UW,K,AH
EH,S,T,ER
AY,N,W,IH
AH,T,DH,AH
M,AH,N,T
N,T,S,T
HH,EH,L,P
D,N,OW,T
EY,SH,AH,N
V,AH,L,Z
NG,T,UW,R
OW,D,AH,K
P,AO,R,T
F,AO,R,T
DH,AH,AH,S
AY,T,ER,Z
S,AH,B,ER
EY,D,IH,N
D,IH,K,R
CH,IH,T,R
IH,N,K,R
B,EY,S,T
IH,CH,IH,Z
SH,AH,L,IH
AH,M,EH,M
S,CH,EY,N
AE,K,T,S
L,AH,S,S
AO,F,ER,IH
M,P,AH,N
AH,P,R,IH
UW,DH,IY,Z
AE,L,AH,K
AA,R,D,T
S,T,AA,R
S,IY,D,IH
AH,M,Y,IH
P,AH,N,IY
G,AH,V,ER
S,IH,Z,AH
S,AY,Z,IH
AE,D,AH,K
ER,R,AY,T
L,AO,S,IH
IY,S,T,R
UW,IH,M,P
AH,T,W,IH
AA,JH,IH,K
S,T,R,AH
P,EH,K,T
R,M,D,K
F,R,AH,M
IH,SH,AH,N
CH,EH,R,M
D,IH,NG,AH
D,IH,S,IH
P,R,IH,D
EH,V,AH,L
AH,S,IH,S
N,JH,DH,EH
IH,Z,AH,L
R,UW,P,S
AH,V,G,R
AH,B,AW,T
N,Y,UW,AH
F,AO,R,M
T,R,AH,S
R,W,AA,Z
AH,L,T,IY
L,AE,N,T
Z,IY,N,AH
UH,K,K,L
AH,N,D,P
S,EH,P,T
AH,N,OW,T
F,IH,K,S
T,R,EY,D
S,OW,L,D
R,T,ER,D
IH,T,W,IH
OW,L,D,IH
D,HH,OW,L
IH,G,Y,ER
Z,DH,AH,K
M,P,AH,N
S,T,IH,L
EH,N,D,IH
AY,AO,R,AH
HH,AE,D,D
F,R,AH,M
DH,AH,AE,K
AO,S,AH,Z
IH,K,K,AH
ER,AH,N,D
S,AO,F,AH
UW,DH,AH,AH
V,IH,Z,IH
V,IY,EH,S
R,W,IH,L
IH,S,Y,IH
AA,F,IY,P
M,W,AH,N
AA,T,Y,EH
AH,N,T,S
L,CH,ER,AH
K,AH,M,P
G,EH,S,AH
T,UW,DH,AH
K,AH,M,IH
B,IH,Z,N
AH,S,B,AH
D,DH,AH,N
HH,AE,Z,EH
IH,NG,DH,AH
L,S,AH,S
EH,N,SH,AH
L,D,W,IH
V,T,EY,K
G,OW,DH,AH
R,T,S,T
R,AH,T,IY
R,D,AH,P
D,T,UW,R
ER,S,T,K
T,R,OW,L
V,AY,D,AH
AE,N,AH,D
N,T,AA,N
F,EH,D,ER
R,UW,V,AH
D,IH,D,P
K,AH,M,P
AH,N,T,R
Z,P,R,IY
N,AA,N,EH
OW,S,T,EH
IH,M,P,R
AH,L,OY,L
AW,N,D,IH
K,AH,N,D
T,S,AH,N
D,IH,P,R
R,IY,Y,IH
ER,AH,N,T
AH,M,AA,R
N,S,AH,M
Z,AH,CH,IY
AH,S,P,EH
L,AO,S,AH
UW,S,EH,L
OW,T,AA,N
IY,AH,P,R
EH,K,AH,N
IY,K,W,AH
S,ER,P,L
SH,AH,L,IY
R,IH,F,T
IH,N,T,ER
AH,IH,N,T
AH,P,DH,AH
V,R,IH,T
JH,AH,Z,AH
NG,T,UW,AH
OW,K,AH,L
D,T,AE,K
L,S,IH,N
EH,M,P,L
N,Y,EH,N
ER,M,G,R
S,AW,T,S
N,T,D,EH
N,EH,S,T
R,K,AE,S
S,P,AO,R
N,IY,S,AH
S,ER,D,IH
R,AH,T,IY
N,D,IH,Z
N,HH,AW,M
R,T,IH,K
AO,R,T,S
B,AO,R,D
S,T,R,IY
K,R,EH,D
EH,ZH,ER,D
AH,M,AH,N
SH,AH,N,AH
P,EH,L,AH
M,AY,L,Z
K,AA,R,M
B,R,UW,ER
T,EH,L,IH
F,AY,T,IH
ER,P,AE,S
N,DH,AH,S
EH,R,AA,R
ER,JH,IY,P
N,AA,T,M
F,AH,N,D
L,IY,T,R
M,AH,S,IH
AH,B,AW,T
B,IH,G,AH
L,EH,JH,IH
IH,S,T,IH
AW,ER,AH,S
AH,S,EH,R
V,AE,N,EH
L,F,ER,M
N,DH,AH,AH
IY,T,OW,L
HH,AE,N,S
T,S,P,R
IH,Z,AH,N
Z,F,AO,R
UW,R,IH,Z
R,EY,D,AH
N,K,AH,N
EY,F,AO,R
F,R,AH,M
P,ER,S,EH
DH,DH,AH,K
R,Z,TH,R
IH,NG,AH,P
AE,L,AH,N
AH,N,D,D
ER,M,AH,N
AA,P,AH,Z
AE,N,AE,N
N,AH,M,IY
EH,S,T,AH
N,D,EH,T
IH,SH,UW,IH
IY,HH,IH,K
Z,W,AA,Z
M,AH,T,S
IH,T,S,EH
AO,R,M,IH
NG,AH,V,T
M,IH,K,P
EY,Z,AH,N
AO,R,T,S
Z,AH,V,L
S,T,AH,P
R,EY,T,AH
S,AH,V,P
T,DH,AH,S
IY,T,EY,K
S,AH,M,M
T,V,EH,R
T,IH,D,EH
M,EY,T,AH
EH,D,IH,N
B,IH,N,S
F,AE,K,T
AH,N,AW,N
AA,D,AH,K
AY,Z,IH,N
V,P,EY,M
AA,P,T,P
N,T,IY,K
AO,R,T,T
M,AH,N,IY
M,EY,N,L
K,S,P,EH
AA,L,V,D
AH,G,EH,N
N,T,IH,N
AH,M,P,EH
T,W,AA,Z
N,AE,N,IH
T,R,AY,K
S,AH,N,D
K,AE,R,IY
OW,AE,Z,S
IH,NG,DH,AH
F,ER,EH,N
IY,K,AH,N
DH,AH,K,AH
AH,W,AA,Z
K,ER,Z,S
N,D,EH,T
DH,IH,S,S
T,N,AA,T
B,EH,N,AH
V,S,OW,K
ER,Z,AH,N
R,T,IH,D
T,DH,AE,T
EH,S,P,R
R,AE,DH,ER
L,OW,N,Z
IY,T,AY,D
T,AH,D,T
AH,V,P,R
T,B,IH,N
CH,Y,UW,S
T,AE,T,AH
ER,S,T,IH
M,P,AH,N
IY,Z,AH,N
N,IH,T,S
P,AH,T,R
DH,AE,T,P
M,D,K,AH
Y,ER,S,EH
T,EY,K,IH
V,ER,S,AH
AE,K,S,K
ER,Z,AH,N
D,D,IH,S
N,S,T,IH
P,F,AH,L
S,T,ER,N
AH,V,N,AH
T,UW,D,IH
N,AH,V,IH
T,ER,K,AH
D,DH,AE,T
AH,N,S,P
NG,B,OW,T
T,K,W,IH
K,AA,P,IY
AH,N,AE,N
N,T,IH,N
B,AE,NG,K
K,EH,N,IY
D,M,AE,N
T,EH,K,N
IY,W,UH,D
ER,EY,M,D
EH,D,DH,AH
AH,L,R,IY
P,T,UW,N
M,AH,N,T
P,EH,K,T
AH,V,DH,AH
R,EY,T,ER
T,ER,K,AH
AE,D,M,IH
N,S,F,AH
IH,G,Y,ER
NG,HH,IY,R
K,SH,AH,S
EY,N,JH,IH
EY,AH,V,K
AA,S,EH,S
AH,TH,ER,D
L,EH,K,T
IY,AH,L,M
T,R,EY,D
K,AA,M,AH
K,W,AH,L
D,IH,S,T
V,ER,K,AH
IH,V,AE,L
EH,T,ER,Z
N,AH,N,D
N,DH,EY,M
AH,T,AH,L
N,S,EY,L
DH,EH,R,M
R,K,AH,T
IH,F,DH,AH
AE,N,SH,AH
R,OW,S,IY
AO,R,T,S
D,AE,K,S
AO,R,G,AH
M,IH,N,AH
P,R,AH,P
DH,OW,Z,K
W,IH,DH,IH
AH,M,P,AH
IH,JH,AH,N
IH,N,K,L
D,M,EY,D
T,M,AE,S
S,F,AO,R
P,R,EH,S
L,AH,N,R
M,AA,R,K
IH,T,IH,K
EH,DH,ER,T
AA,S,EH,S
EH,S,IH,N
R,IH,S,P
L,AH,T,IY
AE,B,L,IH
M,Y,UW,N
IH,T,W,IY
AE,T,DH,AH
AW,N,T,AH
G,IH,V,AH
Z,N,AH,S
T,IH,V,AH
IH,T,D,IH
T,IH,V,K
N,AH,B,L
S,P,AA,N
Z,AH,P,R
V,D,AE,N
N,W,UH,D
UW,D,IH,N
AH,TH,AO,R
IY,P,R,AH
Z,AH,D,EH
S,IH,N,S
AY,AH,B,IH
AA,D,AH,K
AO,K,AE,T
D,P,EY,M
AE,V,S,T
AH,N,W,IH
K,CH,ER,IH
S,DH,AH,S
N,V,AH,L
IH,N,IH,T
AW,T,AH,N
S,L,IY,P
AH,N,T,L
D,L,EH,D
K,AH,M,P
R,DH,AH,R
EH,N,D,ER
L,IH,K,S
AH,N,AE,N
R,K,AH,N
IY,K,AH,N
IY,EY,T,IH
UW,R,EH,K
AH,B,AW,T
DH,AH,K,AH
T,F,AY,L
AH,M,CH,EH
AO,R,M,Z
IH,ZH,AH,N
N,T,V,EH
UH,D,P,R
W,AO,R,AH
M,AA,R,K
UW,CH,ER,Z
K,S,EH,S
AA,K,P,ER
ER,AH,B,AH
D,IH,S,T
W,IH,L,S
JH,IH,T,D
N,AH,T,IY
S,OW,AE,S
AE,D,M,IH
AA,F,AH,T
AH,B,S,AH
EH,N,SH,AH
SH,OW,P,R
EH,S,T,M
N,F,ER,M
EH,K,T,AH
L,IH,NG,EH
DH,IH,S,M
ER,IH,T,S
D,IH,S,K
AH,M,P,EH
EH,K,T,S
IH,N,T,R
R,AH,F,S
UW,S,IH,M
AH,Y,IH,R
T,EY,L,Z
N,AH,G,IH
AH,T,IY,IH
D,AH,N,AH
TH,W,AY,L
IH,K,T,IH
R,IY,S,AH
T,EY,K,IH
K,OW,AA,P
AE,F,T,ER
T,AH,N,T
T,EH,M,P
SH,AH,N,AH
EY,K,IH,N
G,R,UW,P
D,AW,N,T
T,ER,P,R
D,DH,AH,S
N,S,AH,L
M,AA,R,K
Z,AH,N,D
V,IH,N,D
R,AH,T,R
AY,D,DH,AH
K,W,AH,T
N,V,EH,S
L,IH,N,S
W,EH,R,IH
N,Z,HH,IY
Z,AH,N,D
AH,M,IH,Z
D,K,AH,N
UW,S,EH,K
IY,S,T,R
W,AH,N,AH
IY,T,DH,AH
IY,K,AH,N
N,AH,F,T
IH,K,AH,L
R,AH,N,IH
AA,S,T,S
S,M,AH,N
N,AH,N,T
AH,N,P,L
EY,T,W,IH
K,AO,R,T
S,CH,EY,N
L,W,ER,R
EH,K,T,AH
T,AE,N,D
D,DH,AH,L
IH,K,AH,L
R,IY,AE,K
IH,M,EY,N
N,F,AO,R
T,W,IY,N
ER,L,D,EH
ER,AH,N,S
AH,M,AW,T
P,R,AH,D
P,AO,R,T
L,AH,M,IH
R,IH,S,P
AH,N,T,AH
D,EY,S,IH
M,AA,R,K
N,T,R,AH
D,M,AO,R
W,AY,ER,D
S,DH,AH,M
P,EY,P,ER
S,CH,EY,N
L,V,D,IH
N,S,AH,Z
Z,AH,N,D
AH,V,R,EH
AH,N,IY,EH
AH,G,R,IY
IY,M,AH,N
AH,M,AA,R
D,DH,EH,R
K,SH,AH,N
Z,S,EH,D
AY,Z,M,IH
D,F,AO,R
AE,R,IY,AH
F,AH,N,D
Y,UW,N,AH
G,N,AH,N
EH,K,S,T
AE,N,D,IH
D,R,AY,Z
D,IH,NG,P
AO,K,S,T
T,AH,M,IH
AH,N,IY,M
T,AH,M,AH
L,Z,S,T
V,IY,EH,S
L,UW,D,IH
P,R,AA,D
W,AA,Z,T
EH,R,IY,IH
IH,S,P,EH
N,D,G,AH
IH,L,IH,M
UW,S,T,IH
AH,S,DH,EH
Z,W,IY,K
EH,N,D,AH
AH,S,T,M
AH,N,AA,M
T,UW,DH,EH
R,AH,AO,R
S,EH,T,AH
NG,DH,AH,K
F,AY,T,M
EH,K,T,AH
EY,N,JH,D
SH,AH,L,R
AA,R,T,IH
L,IH,N,D
AA,N,S,T
K,W,IH,P
R,K,AH,N
IH,DH,DH,AH
P,ER,EY,T
N,S,T,T
N,D,CH,IY
IH,T,S,IH
K,W,AO,R
N,Y,UW,Z
IH,S,T,R
AH,V,ER,M
Z,AH,L,P
P,R,AH,S
R,IY,D,N
R,AH,D,AH
JH,DH,AH,K
OY,L,P,R
NG,AH,K,R
EH,D,IH,T
EY,DH,AE,T
AY,P,EH,R
EH,Z,AH,D
AH,S,T,R
T,EY,N,D
IH,G,AH,S
M,T,AY,P
AH,N,T,S
R,UW,M,ER
IH,Z,IH,K
IH,T,W,IY
AH,V,DH,AH
L,IH,S,T
AH,V,AE,N
AH,T,UW,K
AA,R,D,IH
Z,S,EY,IH
AH,T,AO,R
N,K,R,IY
IH,F,IH,K
F,R,AH,M
AW,P,R,AH
IH,D,IH,T
AA,K,S,AH
AH,N,AE,N
Y,AH,L,ER
K,T,IH,Z
S,D,ER,EH
SH,AA,R,P
S,T,AA,R
IH,R,B,IH
S,P,EH,K
T,EY,K,AH
N,L,AO,S
F,R,AH,M
IH,V,AH,L
AH,N,D,P
N,S,EH,D
S,T,B,IY
EH,D,IY,AH
B,IY,AH,K
M,IH,T,M
P,EY,R,IH
IH,T,IY,AH
P,L,AH,S
IH,M,EY,N
F,ER,AH,N
N,S,T,T
