parents,has+AF8-nurs,form,children,housing,finance,social,health,NewAttrib1,NewAttrib2,NewAttrib3,class
pretentious,improper,incomplete,+AF8-1,less+AF8-conv,convenient,problematic,priority,pretentiousimproper,incomplete1less+AF8-convconvenient,problematicpriority,priority
pretentious,improper,incomplete,+AF8-1,less+AF8-conv,convenient,problematic,not+AF8-recom,pretentiousimproper,incomplete1less+AF8-convconvenient,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-1,less+AF8-conv,inconv,nonprob,recommended,pretentiousimproper,incomplete1less+AF8-convinconv,nonprobrecommended,priority
pretentious,improper,incomplete,+AF8-1,less+AF8-conv,inconv,nonprob,priority,pretentiousimproper,incomplete1less+AF8-convinconv,nonprobpriority,priority
pretentious,improper,incomplete,+AF8-1,less+AF8-conv,inconv,nonprob,not+AF8-recom,pretentiousimproper,incomplete1less+AF8-convinconv,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-1,less+AF8-conv,inconv,slightly+AF8-prob,recommended,pretentiousimproper,incomplete1less+AF8-convinconv,slightly+AF8-probrecommended,priority
pretentious,improper,incomplete,+AF8-1,less+AF8-conv,inconv,slightly+AF8-prob,priority,pretentiousimproper,incomplete1less+AF8-convinconv,slightly+AF8-probpriority,priority
pretentious,improper,incomplete,+AF8-1,less+AF8-conv,inconv,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,incomplete1less+AF8-convinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-1,less+AF8-conv,inconv,problematic,recommended,pretentiousimproper,incomplete1less+AF8-convinconv,problematicrecommended,priority
pretentious,improper,incomplete,+AF8-1,less+AF8-conv,inconv,problematic,priority,pretentiousimproper,incomplete1less+AF8-convinconv,problematicpriority,priority
pretentious,improper,incomplete,+AF8-1,less+AF8-conv,inconv,problematic,not+AF8-recom,pretentiousimproper,incomplete1less+AF8-convinconv,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-1,critical,convenient,nonprob,recommended,pretentiousimproper,incomplete1criticalconvenient,nonprobrecommended,priority
pretentious,improper,incomplete,+AF8-1,critical,convenient,nonprob,priority,pretentiousimproper,incomplete1criticalconvenient,nonprobpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-1,critical,convenient,nonprob,not+AF8-recom,pretentiousimproper,incomplete1criticalconvenient,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-1,critical,convenient,slightly+AF8-prob,recommended,pretentiousimproper,incomplete1criticalconvenient,slightly+AF8-probrecommended,priority
pretentious,improper,incomplete,+AF8-1,critical,convenient,slightly+AF8-prob,priority,pretentiousimproper,incomplete1criticalconvenient,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-1,critical,convenient,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,incomplete1criticalconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-1,critical,convenient,problematic,recommended,pretentiousimproper,incomplete1criticalconvenient,problematicrecommended,spec+AF8-prior
pretentious,improper,incomplete,+AF8-1,critical,convenient,problematic,priority,pretentiousimproper,incomplete1criticalconvenient,problematicpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-1,critical,convenient,problematic,not+AF8-recom,pretentiousimproper,incomplete1criticalconvenient,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-1,critical,inconv,nonprob,recommended,pretentiousimproper,incomplete1criticalinconv,nonprobrecommended,priority
pretentious,improper,incomplete,+AF8-1,critical,inconv,nonprob,priority,pretentiousimproper,incomplete1criticalinconv,nonprobpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-1,critical,inconv,nonprob,not+AF8-recom,pretentiousimproper,incomplete1criticalinconv,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-1,critical,inconv,slightly+AF8-prob,recommended,pretentiousimproper,incomplete1criticalinconv,slightly+AF8-probrecommended,priority
pretentious,improper,incomplete,+AF8-1,critical,inconv,slightly+AF8-prob,priority,pretentiousimproper,incomplete1criticalinconv,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-1,critical,inconv,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,incomplete1criticalinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-1,critical,inconv,problematic,recommended,pretentiousimproper,incomplete1criticalinconv,problematicrecommended,spec+AF8-prior
pretentious,improper,incomplete,+AF8-1,critical,inconv,problematic,priority,pretentiousimproper,incomplete1criticalinconv,problematicpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-1,critical,inconv,problematic,not+AF8-recom,pretentiousimproper,incomplete1criticalinconv,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-2,convenient,convenient,nonprob,recommended,pretentiousimproper,incomplete2convenientconvenient,nonprobrecommended,priority
pretentious,improper,incomplete,+AF8-2,convenient,convenient,nonprob,priority,pretentiousimproper,incomplete2convenientconvenient,nonprobpriority,priority
pretentious,improper,incomplete,+AF8-2,convenient,convenient,nonprob,not+AF8-recom,pretentiousimproper,incomplete2convenientconvenient,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-2,convenient,convenient,slightly+AF8-prob,recommended,pretentiousimproper,incomplete2convenientconvenient,slightly+AF8-probrecommended,priority
pretentious,improper,incomplete,+AF8-2,convenient,convenient,slightly+AF8-prob,priority,pretentiousimproper,incomplete2convenientconvenient,slightly+AF8-probpriority,priority
pretentious,improper,incomplete,+AF8-2,convenient,convenient,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,incomplete2convenientconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-2,convenient,convenient,problematic,recommended,pretentiousimproper,incomplete2convenientconvenient,problematicrecommended,priority
pretentious,improper,incomplete,+AF8-2,convenient,convenient,problematic,priority,pretentiousimproper,incomplete2convenientconvenient,problematicpriority,priority
pretentious,improper,incomplete,+AF8-2,convenient,convenient,problematic,not+AF8-recom,pretentiousimproper,incomplete2convenientconvenient,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-2,convenient,inconv,nonprob,recommended,pretentiousimproper,incomplete2convenientinconv,nonprobrecommended,priority
pretentious,improper,incomplete,+AF8-2,convenient,inconv,nonprob,priority,pretentiousimproper,incomplete2convenientinconv,nonprobpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-2,convenient,inconv,nonprob,not+AF8-recom,pretentiousimproper,incomplete2convenientinconv,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-2,convenient,inconv,slightly+AF8-prob,recommended,pretentiousimproper,incomplete2convenientinconv,slightly+AF8-probrecommended,priority
pretentious,improper,incomplete,+AF8-2,convenient,inconv,slightly+AF8-prob,priority,pretentiousimproper,incomplete2convenientinconv,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-2,convenient,inconv,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,incomplete2convenientinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-2,convenient,inconv,problematic,recommended,pretentiousimproper,incomplete2convenientinconv,problematicrecommended,spec+AF8-prior
pretentious,improper,incomplete,+AF8-2,convenient,inconv,problematic,priority,pretentiousimproper,incomplete2convenientinconv,problematicpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-2,convenient,inconv,problematic,not+AF8-recom,pretentiousimproper,incomplete2convenientinconv,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-2,less+AF8-conv,convenient,nonprob,recommended,pretentiousimproper,incomplete2less+AF8-convconvenient,nonprobrecommended,priority
pretentious,improper,incomplete,+AF8-2,less+AF8-conv,convenient,nonprob,priority,pretentiousimproper,incomplete2less+AF8-convconvenient,nonprobpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-2,less+AF8-conv,convenient,nonprob,not+AF8-recom,pretentiousimproper,incomplete2less+AF8-convconvenient,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-2,less+AF8-conv,convenient,slightly+AF8-prob,recommended,pretentiousimproper,incomplete2less+AF8-convconvenient,slightly+AF8-probrecommended,priority
pretentious,improper,incomplete,+AF8-2,less+AF8-conv,convenient,slightly+AF8-prob,priority,pretentiousimproper,incomplete2less+AF8-convconvenient,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-2,less+AF8-conv,convenient,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,incomplete2less+AF8-convconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-2,less+AF8-conv,convenient,problematic,recommended,pretentiousimproper,incomplete2less+AF8-convconvenient,problematicrecommended,spec+AF8-prior
pretentious,improper,incomplete,+AF8-2,less+AF8-conv,convenient,problematic,priority,pretentiousimproper,incomplete2less+AF8-convconvenient,problematicpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-2,less+AF8-conv,convenient,problematic,not+AF8-recom,pretentiousimproper,incomplete2less+AF8-convconvenient,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-2,less+AF8-conv,inconv,nonprob,recommended,pretentiousimproper,incomplete2less+AF8-convinconv,nonprobrecommended,priority
pretentious,improper,incomplete,+AF8-2,less+AF8-conv,inconv,nonprob,priority,pretentiousimproper,incomplete2less+AF8-convinconv,nonprobpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-2,less+AF8-conv,inconv,nonprob,not+AF8-recom,pretentiousimproper,incomplete2less+AF8-convinconv,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-2,less+AF8-conv,inconv,slightly+AF8-prob,recommended,pretentiousimproper,incomplete2less+AF8-convinconv,slightly+AF8-probrecommended,priority
pretentious,improper,incomplete,+AF8-2,less+AF8-conv,inconv,slightly+AF8-prob,priority,pretentiousimproper,incomplete2less+AF8-convinconv,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-2,less+AF8-conv,inconv,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,incomplete2less+AF8-convinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-2,less+AF8-conv,inconv,problematic,recommended,pretentiousimproper,incomplete2less+AF8-convinconv,problematicrecommended,spec+AF8-prior
pretentious,improper,incomplete,+AF8-2,less+AF8-conv,inconv,problematic,priority,pretentiousimproper,incomplete2less+AF8-convinconv,problematicpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-2,less+AF8-conv,inconv,problematic,not+AF8-recom,pretentiousimproper,incomplete2less+AF8-convinconv,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-2,critical,convenient,nonprob,recommended,pretentiousimproper,incomplete2criticalconvenient,nonprobrecommended,priority
pretentious,improper,incomplete,+AF8-2,critical,convenient,nonprob,priority,pretentiousimproper,incomplete2criticalconvenient,nonprobpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-2,critical,convenient,nonprob,not+AF8-recom,pretentiousimproper,incomplete2criticalconvenient,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-2,critical,convenient,slightly+AF8-prob,recommended,pretentiousimproper,incomplete2criticalconvenient,slightly+AF8-probrecommended,priority
pretentious,improper,incomplete,+AF8-2,critical,convenient,slightly+AF8-prob,priority,pretentiousimproper,incomplete2criticalconvenient,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-2,critical,convenient,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,incomplete2criticalconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-2,critical,convenient,problematic,recommended,pretentiousimproper,incomplete2criticalconvenient,problematicrecommended,spec+AF8-prior
pretentious,improper,incomplete,+AF8-2,critical,convenient,problematic,priority,pretentiousimproper,incomplete2criticalconvenient,problematicpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-2,critical,convenient,problematic,not+AF8-recom,pretentiousimproper,incomplete2criticalconvenient,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-2,critical,inconv,nonprob,recommended,pretentiousimproper,incomplete2criticalinconv,nonprobrecommended,priority
pretentious,improper,incomplete,+AF8-2,critical,inconv,nonprob,priority,pretentiousimproper,incomplete2criticalinconv,nonprobpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-2,critical,inconv,nonprob,not+AF8-recom,pretentiousimproper,incomplete2criticalinconv,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-2,critical,inconv,slightly+AF8-prob,recommended,pretentiousimproper,incomplete2criticalinconv,slightly+AF8-probrecommended,priority
pretentious,improper,incomplete,+AF8-2,critical,inconv,slightly+AF8-prob,priority,pretentiousimproper,incomplete2criticalinconv,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-2,critical,inconv,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,incomplete2criticalinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-2,critical,inconv,problematic,recommended,pretentiousimproper,incomplete2criticalinconv,problematicrecommended,spec+AF8-prior
pretentious,improper,incomplete,+AF8-2,critical,inconv,problematic,priority,pretentiousimproper,incomplete2criticalinconv,problematicpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-2,critical,inconv,problematic,not+AF8-recom,pretentiousimproper,incomplete2criticalinconv,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-3,convenient,convenient,nonprob,recommended,pretentiousimproper,incomplete3convenientconvenient,nonprobrecommended,priority
pretentious,improper,incomplete,+AF8-3,convenient,convenient,nonprob,priority,pretentiousimproper,incomplete3convenientconvenient,nonprobpriority,priority
pretentious,improper,incomplete,+AF8-3,convenient,convenient,nonprob,not+AF8-recom,pretentiousimproper,incomplete3convenientconvenient,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-3,convenient,convenient,slightly+AF8-prob,recommended,pretentiousimproper,incomplete3convenientconvenient,slightly+AF8-probrecommended,priority
pretentious,improper,incomplete,+AF8-3,convenient,convenient,slightly+AF8-prob,priority,pretentiousimproper,incomplete3convenientconvenient,slightly+AF8-probpriority,priority
pretentious,improper,incomplete,+AF8-3,convenient,convenient,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,incomplete3convenientconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-3,convenient,convenient,problematic,recommended,pretentiousimproper,incomplete3convenientconvenient,problematicrecommended,priority
pretentious,improper,incomplete,+AF8-3,convenient,convenient,problematic,priority,pretentiousimproper,incomplete3convenientconvenient,problematicpriority,priority
pretentious,improper,incomplete,+AF8-3,convenient,convenient,problematic,not+AF8-recom,pretentiousimproper,incomplete3convenientconvenient,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-3,convenient,inconv,nonprob,recommended,pretentiousimproper,incomplete3convenientinconv,nonprobrecommended,priority
pretentious,improper,incomplete,+AF8-3,convenient,inconv,nonprob,priority,pretentiousimproper,incomplete3convenientinconv,nonprobpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-3,convenient,inconv,nonprob,not+AF8-recom,pretentiousimproper,incomplete3convenientinconv,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-3,convenient,inconv,slightly+AF8-prob,recommended,pretentiousimproper,incomplete3convenientinconv,slightly+AF8-probrecommended,priority
pretentious,improper,incomplete,+AF8-3,convenient,inconv,slightly+AF8-prob,priority,pretentiousimproper,incomplete3convenientinconv,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-3,convenient,inconv,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,incomplete3convenientinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-3,convenient,inconv,problematic,recommended,pretentiousimproper,incomplete3convenientinconv,problematicrecommended,spec+AF8-prior
pretentious,improper,incomplete,+AF8-3,convenient,inconv,problematic,priority,pretentiousimproper,incomplete3convenientinconv,problematicpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-3,convenient,inconv,problematic,not+AF8-recom,pretentiousimproper,incomplete3convenientinconv,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-3,less+AF8-conv,convenient,nonprob,recommended,pretentiousimproper,incomplete3less+AF8-convconvenient,nonprobrecommended,priority
pretentious,improper,incomplete,+AF8-3,less+AF8-conv,convenient,nonprob,priority,pretentiousimproper,incomplete3less+AF8-convconvenient,nonprobpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-3,less+AF8-conv,convenient,nonprob,not+AF8-recom,pretentiousimproper,incomplete3less+AF8-convconvenient,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-3,less+AF8-conv,convenient,slightly+AF8-prob,recommended,pretentiousimproper,incomplete3less+AF8-convconvenient,slightly+AF8-probrecommended,priority
pretentious,improper,incomplete,+AF8-3,less+AF8-conv,convenient,slightly+AF8-prob,priority,pretentiousimproper,incomplete3less+AF8-convconvenient,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-3,less+AF8-conv,convenient,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,incomplete3less+AF8-convconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-3,less+AF8-conv,convenient,problematic,recommended,pretentiousimproper,incomplete3less+AF8-convconvenient,problematicrecommended,spec+AF8-prior
pretentious,improper,incomplete,+AF8-3,less+AF8-conv,convenient,problematic,priority,pretentiousimproper,incomplete3less+AF8-convconvenient,problematicpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-3,less+AF8-conv,convenient,problematic,not+AF8-recom,pretentiousimproper,incomplete3less+AF8-convconvenient,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-3,less+AF8-conv,inconv,nonprob,recommended,pretentiousimproper,incomplete3less+AF8-convinconv,nonprobrecommended,priority
pretentious,improper,incomplete,+AF8-3,less+AF8-conv,inconv,nonprob,priority,pretentiousimproper,incomplete3less+AF8-convinconv,nonprobpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-3,less+AF8-conv,inconv,nonprob,not+AF8-recom,pretentiousimproper,incomplete3less+AF8-convinconv,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-3,less+AF8-conv,inconv,slightly+AF8-prob,recommended,pretentiousimproper,incomplete3less+AF8-convinconv,slightly+AF8-probrecommended,priority
pretentious,improper,incomplete,+AF8-3,less+AF8-conv,inconv,slightly+AF8-prob,priority,pretentiousimproper,incomplete3less+AF8-convinconv,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-3,less+AF8-conv,inconv,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,incomplete3less+AF8-convinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-3,less+AF8-conv,inconv,problematic,recommended,pretentiousimproper,incomplete3less+AF8-convinconv,problematicrecommended,spec+AF8-prior
pretentious,improper,incomplete,+AF8-3,less+AF8-conv,inconv,problematic,priority,pretentiousimproper,incomplete3less+AF8-convinconv,problematicpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-3,less+AF8-conv,inconv,problematic,not+AF8-recom,pretentiousimproper,incomplete3less+AF8-convinconv,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-3,critical,convenient,nonprob,recommended,pretentiousimproper,incomplete3criticalconvenient,nonprobrecommended,priority
pretentious,improper,incomplete,+AF8-3,critical,convenient,nonprob,priority,pretentiousimproper,incomplete3criticalconvenient,nonprobpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-3,critical,convenient,nonprob,not+AF8-recom,pretentiousimproper,incomplete3criticalconvenient,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-3,critical,convenient,slightly+AF8-prob,recommended,pretentiousimproper,incomplete3criticalconvenient,slightly+AF8-probrecommended,priority
pretentious,improper,incomplete,+AF8-3,critical,convenient,slightly+AF8-prob,priority,pretentiousimproper,incomplete3criticalconvenient,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-3,critical,convenient,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,incomplete3criticalconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-3,critical,convenient,problematic,recommended,pretentiousimproper,incomplete3criticalconvenient,problematicrecommended,spec+AF8-prior
pretentious,improper,incomplete,+AF8-3,critical,convenient,problematic,priority,pretentiousimproper,incomplete3criticalconvenient,problematicpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-3,critical,convenient,problematic,not+AF8-recom,pretentiousimproper,incomplete3criticalconvenient,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-3,critical,inconv,nonprob,recommended,pretentiousimproper,incomplete3criticalinconv,nonprobrecommended,priority
pretentious,improper,incomplete,+AF8-3,critical,inconv,nonprob,priority,pretentiousimproper,incomplete3criticalinconv,nonprobpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-3,critical,inconv,nonprob,not+AF8-recom,pretentiousimproper,incomplete3criticalinconv,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-3,critical,inconv,slightly+AF8-prob,recommended,pretentiousimproper,incomplete3criticalinconv,slightly+AF8-probrecommended,priority
pretentious,improper,incomplete,+AF8-3,critical,inconv,slightly+AF8-prob,priority,pretentiousimproper,incomplete3criticalinconv,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-3,critical,inconv,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,incomplete3criticalinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,+AF8-3,critical,inconv,problematic,recommended,pretentiousimproper,incomplete3criticalinconv,problematicrecommended,spec+AF8-prior
pretentious,improper,incomplete,+AF8-3,critical,inconv,problematic,priority,pretentiousimproper,incomplete3criticalinconv,problematicpriority,spec+AF8-prior
pretentious,improper,incomplete,+AF8-3,critical,inconv,problematic,not+AF8-recom,pretentiousimproper,incomplete3criticalinconv,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,more,convenient,convenient,nonprob,recommended,pretentiousimproper,incompletemoreconvenientconvenient,nonprobrecommended,priority
pretentious,improper,incomplete,more,convenient,convenient,nonprob,priority,pretentiousimproper,incompletemoreconvenientconvenient,nonprobpriority,priority
pretentious,improper,incomplete,more,convenient,convenient,nonprob,not+AF8-recom,pretentiousimproper,incompletemoreconvenientconvenient,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,more,convenient,convenient,slightly+AF8-prob,recommended,pretentiousimproper,incompletemoreconvenientconvenient,slightly+AF8-probrecommended,priority
pretentious,improper,incomplete,more,convenient,convenient,slightly+AF8-prob,priority,pretentiousimproper,incompletemoreconvenientconvenient,slightly+AF8-probpriority,priority
pretentious,improper,incomplete,more,convenient,convenient,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,incompletemoreconvenientconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,more,convenient,convenient,problematic,recommended,pretentiousimproper,incompletemoreconvenientconvenient,problematicrecommended,priority
pretentious,improper,incomplete,more,convenient,convenient,problematic,priority,pretentiousimproper,incompletemoreconvenientconvenient,problematicpriority,priority
pretentious,improper,incomplete,more,convenient,convenient,problematic,not+AF8-recom,pretentiousimproper,incompletemoreconvenientconvenient,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,more,convenient,inconv,nonprob,recommended,pretentiousimproper,incompletemoreconvenientinconv,nonprobrecommended,priority
pretentious,improper,incomplete,more,convenient,inconv,nonprob,priority,pretentiousimproper,incompletemoreconvenientinconv,nonprobpriority,spec+AF8-prior
pretentious,improper,incomplete,more,convenient,inconv,nonprob,not+AF8-recom,pretentiousimproper,incompletemoreconvenientinconv,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,more,convenient,inconv,slightly+AF8-prob,recommended,pretentiousimproper,incompletemoreconvenientinconv,slightly+AF8-probrecommended,priority
pretentious,improper,incomplete,more,convenient,inconv,slightly+AF8-prob,priority,pretentiousimproper,incompletemoreconvenientinconv,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,incomplete,more,convenient,inconv,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,incompletemoreconvenientinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,more,convenient,inconv,problematic,recommended,pretentiousimproper,incompletemoreconvenientinconv,problematicrecommended,spec+AF8-prior
pretentious,improper,incomplete,more,convenient,inconv,problematic,priority,pretentiousimproper,incompletemoreconvenientinconv,problematicpriority,spec+AF8-prior
pretentious,improper,incomplete,more,convenient,inconv,problematic,not+AF8-recom,pretentiousimproper,incompletemoreconvenientinconv,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,more,less+AF8-conv,convenient,nonprob,recommended,pretentiousimproper,incompletemoreless+AF8-convconvenient,nonprobrecommended,priority
pretentious,improper,incomplete,more,less+AF8-conv,convenient,nonprob,priority,pretentiousimproper,incompletemoreless+AF8-convconvenient,nonprobpriority,spec+AF8-prior
pretentious,improper,incomplete,more,less+AF8-conv,convenient,nonprob,not+AF8-recom,pretentiousimproper,incompletemoreless+AF8-convconvenient,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,more,less+AF8-conv,convenient,slightly+AF8-prob,recommended,pretentiousimproper,incompletemoreless+AF8-convconvenient,slightly+AF8-probrecommended,priority
pretentious,improper,incomplete,more,less+AF8-conv,convenient,slightly+AF8-prob,priority,pretentiousimproper,incompletemoreless+AF8-convconvenient,slightly+AF8-probpriority,spec+AF8-prior
pretentious,improper,incomplete,more,less+AF8-conv,convenient,slightly+AF8-prob,not+AF8-recom,pretentiousimproper,incompletemoreless+AF8-convconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,more,less+AF8-conv,convenient,problematic,recommended,pretentiousimproper,incompletemoreless+AF8-convconvenient,problematicrecommended,spec+AF8-prior
pretentious,improper,incomplete,more,less+AF8-conv,convenient,problematic,priority,pretentiousimproper,incompletemoreless+AF8-convconvenient,problematicpriority,spec+AF8-prior
pretentious,improper,incomplete,more,less+AF8-conv,convenient,problematic,not+AF8-recom,pretentiousimproper,incompletemoreless+AF8-convconvenient,problematicnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,more,less+AF8-conv,inconv,nonprob,recommended,pretentiousimproper,incompletemoreless+AF8-convinconv,nonprobrecommended,priority
pretentious,improper,incomplete,more,less+AF8-conv,inconv,nonprob,priority,pretentiousimproper,incompletemoreless+AF8-convinconv,nonprobpriority,spec+AF8-prior
pretentious,improper,incomplete,more,less+AF8-conv,inconv,nonprob,not+AF8-recom,pretentiousimproper,incompletemoreless+AF8-convinconv,nonprobnot+AF8-recom,not+AF8-recom
pretentious,improper,incomplete,more,less+AF8-conv,inconv,slightly+AF8-prob,recommended,pretentiousimproper,incompletemoreless+AF8-convinconv,slightly+AF8-probrecommended,priority
