Dataset,Attribute,Criterion,Number of times is statistically better with missing values,Number of times is statistically better without missing values,Number of times has statistically larger number of nodes,Number of times is statistically worse with missing values,Number of times is statistically worse without missing values,Number of times has statistically smaller number of nodes
KDD98 Multiclass 3,RFA_4,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,RFA_4,GW Squared Gini,0,0,0,2,2,0
KDD98 Multiclass 3,RFA_4,LS Chi Square,2,2,0,0,0,0
KDD98 Multiclass 3,RFA_4,LS Squared Gini,0,0,0,2,2,0
KDD98 Multiclass 3,RFA_4,Twoing,2,2,0,0,0,0
KDD98 Multiclass 3,RFA_5,GW Chi Square,2,2,1,0,0,0
KDD98 Multiclass 3,RFA_5,GW Squared Gini,0,0,0,2,2,4
KDD98 Multiclass 3,RFA_5,LS Chi Square,3,3,1,0,0,0
KDD98 Multiclass 3,RFA_5,LS Squared Gini,0,0,1,2,2,0
KDD98 Multiclass 3,RFA_5,Twoing,0,0,1,1,1,0
KDD98 Multiclass 3,RFA_6,GW Chi Square,1,1,0,0,0,0
KDD98 Multiclass 3,RFA_6,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,RFA_6,LS Chi Square,1,1,0,0,0,0
KDD98 Multiclass 3,RFA_6,LS Squared Gini,1,1,0,0,0,0
KDD98 Multiclass 3,RFA_6,Twoing,0,0,0,3,3,0
KDD98 Multiclass 3,RFA_7,GW Chi Square,1,1,0,0,0,0
KDD98 Multiclass 3,RFA_7,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,RFA_7,LS Chi Square,1,1,0,0,0,0
KDD98 Multiclass 3,RFA_7,LS Squared Gini,1,1,0,0,0,0
KDD98 Multiclass 3,RFA_7,Twoing,0,0,0,3,3,0
KDD98 Multiclass 3,RFA_8,GW Chi Square,1,1,0,0,0,0
KDD98 Multiclass 3,RFA_8,GW Squared Gini,0,0,0,1,1,0
KDD98 Multiclass 3,RFA_8,LS Chi Square,3,3,0,0,0,0
KDD98 Multiclass 3,RFA_8,LS Squared Gini,1,1,0,1,1,0
KDD98 Multiclass 3,RFA_8,Twoing,0,0,0,3,3,0
KDD98 Multiclass 3,RFA_9,GW Chi Square,1,1,0,0,0,0
KDD98 Multiclass 3,RFA_9,GW Squared Gini,1,1,0,0,0,0
KDD98 Multiclass 3,RFA_9,LS Chi Square,1,1,0,0,0,0
KDD98 Multiclass 3,RFA_9,LS Squared Gini,1,1,0,0,0,0
KDD98 Multiclass 3,RFA_9,Twoing,0,0,0,4,4,0
KDD98 Multiclass 3,STATE,GW Chi Square,2,2,0,0,0,2
KDD98 Multiclass 3,STATE,GW Squared Gini,0,0,3,3,3,1
KDD98 Multiclass 3,STATE,LS Chi Square,2,2,0,0,0,2
KDD98 Multiclass 3,STATE,LS Squared Gini,0,0,4,3,3,0
KDD98 Multiclass 3,STATE,Twoing,2,2,0,0,0,2
KDD98 Multiclass 3,STEREO,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,STEREO,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,STEREO,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,STEREO,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,STEREO,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,VETERANS,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,VETERANS,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,VETERANS,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,VETERANS,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,VETERANS,Twoing,0,0,0,0,0,0
KDD98 Multiclass 3,WALKER,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,WALKER,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,WALKER,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 3,WALKER,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 3,WALKER,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,AGEFLAG,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,AGEFLAG,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,AGEFLAG,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,AGEFLAG,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,AGEFLAG,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,BIBLE,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,BIBLE,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,BIBLE,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,BIBLE,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,BIBLE,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,BOATS,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,BOATS,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,BOATS,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,BOATS,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,BOATS,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,CARDS,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,CARDS,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,CARDS,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,CARDS,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,CARDS,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,CATLG,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,CATLG,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,CATLG,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,CATLG,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,CATLG,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,CDPLAY,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,CDPLAY,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,CDPLAY,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,CDPLAY,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,CDPLAY,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,CHILD03,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,CHILD03,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,CHILD03,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,CHILD03,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,CHILD03,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,CHILD07,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,CHILD07,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,CHILD07,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,CHILD07,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,CHILD07,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,CHILD12,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,CHILD12,GW Squared Gini,0,0,0,1,1,0
KDD98 Multiclass 5,CHILD12,LS Chi Square,0,0,0,1,1,0
KDD98 Multiclass 5,CHILD12,LS Squared Gini,0,0,0,1,1,0
KDD98 Multiclass 5,CHILD12,Twoing,3,3,0,0,0,0
KDD98 Multiclass 5,CHILD18,GW Chi Square,2,2,2,0,0,0
KDD98 Multiclass 5,CHILD18,GW Squared Gini,0,0,0,3,3,3
KDD98 Multiclass 5,CHILD18,LS Chi Square,2,2,2,0,0,0
KDD98 Multiclass 5,CHILD18,LS Squared Gini,0,0,0,3,3,3
KDD98 Multiclass 5,CHILD18,Twoing,2,2,2,0,0,0
KDD98 Multiclass 5,COLLECT1,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,COLLECT1,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,COLLECT1,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,COLLECT1,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,COLLECT1,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,CRAFTS,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,CRAFTS,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,CRAFTS,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,CRAFTS,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,CRAFTS,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,DOMAIN,GW Chi Square,2,2,0,0,0,0
KDD98 Multiclass 5,DOMAIN,GW Squared Gini,0,0,0,4,4,0
KDD98 Multiclass 5,DOMAIN,LS Chi Square,2,2,0,0,0,0
KDD98 Multiclass 5,DOMAIN,LS Squared Gini,1,1,0,3,3,0
KDD98 Multiclass 5,DOMAIN,Twoing,2,2,0,0,0,0
KDD98 Multiclass 5,FISHER,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,FISHER,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,FISHER,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,FISHER,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,FISHER,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,GARDENIN,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,GARDENIN,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,GARDENIN,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,GARDENIN,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,GARDENIN,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,GENDER,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,GENDER,GW Squared Gini,0,0,0,0,0,2
KDD98 Multiclass 5,GENDER,LS Chi Square,0,0,2,1,1,0
KDD98 Multiclass 5,GENDER,LS Squared Gini,0,0,0,0,0,2
KDD98 Multiclass 5,GENDER,Twoing,1,1,2,0,0,0
KDD98 Multiclass 5,GEOCODE2,GW Chi Square,0,0,1,2,2,1
KDD98 Multiclass 5,GEOCODE2,GW Squared Gini,3,3,4,0,0,0
KDD98 Multiclass 5,GEOCODE2,LS Chi Square,0,0,1,2,2,1
KDD98 Multiclass 5,GEOCODE2,LS Squared Gini,3,3,0,0,0,4
KDD98 Multiclass 5,GEOCODE2,Twoing,0,0,1,2,2,1
KDD98 Multiclass 5,HOMEE,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,HOMEE,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,HOMEE,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,HOMEE,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,HOMEE,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,HOMEOWNR,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,HOMEOWNR,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,HOMEOWNR,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,HOMEOWNR,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,HOMEOWNR,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,KIDSTUFF,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,KIDSTUFF,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,KIDSTUFF,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,KIDSTUFF,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,KIDSTUFF,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,MAILCODE,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,MAILCODE,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,MAILCODE,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,MAILCODE,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,MAILCODE,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,OSOURCE,GW Chi Square,0,0,0,2,2,0
KDD98 Multiclass 5,OSOURCE,GW Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 5,OSOURCE,LS Chi Square,1,1,0,1,1,0
KDD98 Multiclass 5,OSOURCE,LS Squared Gini,2,2,0,1,1,0
KDD98 Multiclass 5,OSOURCE,Twoing,4,4,0,0,0,0
KDD98 Multiclass 5,PCOWNERS,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,PCOWNERS,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,PCOWNERS,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,PCOWNERS,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,PCOWNERS,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,PEPSTRFL,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,PEPSTRFL,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,PEPSTRFL,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,PEPSTRFL,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,PEPSTRFL,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,PETS,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,PETS,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,PETS,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,PETS,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,PETS,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,PVASTATE,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,PVASTATE,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,PVASTATE,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,PVASTATE,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,PVASTATE,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,RECINHSE,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,RECINHSE,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,RECINHSE,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,RECINHSE,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,RECINHSE,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,RECSWEEP,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,RECSWEEP,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,RECSWEEP,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,RECSWEEP,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,RECSWEEP,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,RFA_10,GW Chi Square,1,1,0,1,1,0
KDD98 Multiclass 5,RFA_10,GW Squared Gini,1,0,0,1,0,0
KDD98 Multiclass 5,RFA_10,LS Chi Square,4,2,0,0,0,0
KDD98 Multiclass 5,RFA_10,LS Squared Gini,0,0,0,4,2,0
KDD98 Multiclass 5,RFA_10,Twoing,1,0,0,1,0,0
KDD98 Multiclass 5,RFA_11,GW Chi Square,0,0,0,1,1,0
KDD98 Multiclass 5,RFA_11,GW Squared Gini,1,1,0,1,1,0
KDD98 Multiclass 5,RFA_11,LS Chi Square,4,4,0,0,0,0
KDD98 Multiclass 5,RFA_11,LS Squared Gini,0,0,0,2,2,0
KDD98 Multiclass 5,RFA_11,Twoing,0,0,0,1,1,0
KDD98 Multiclass 5,RFA_12,GW Chi Square,0,0,0,1,1,0
KDD98 Multiclass 5,RFA_12,GW Squared Gini,0,0,0,2,2,0
KDD98 Multiclass 5,RFA_12,LS Chi Square,3,3,0,0,0,0
KDD98 Multiclass 5,RFA_12,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,RFA_12,Twoing,1,1,0,1,1,0
KDD98 Multiclass 5,RFA_13,GW Chi Square,3,3,0,1,1,0
KDD98 Multiclass 5,RFA_13,GW Squared Gini,1,1,0,3,3,0
KDD98 Multiclass 5,RFA_13,LS Chi Square,4,4,0,0,0,0
KDD98 Multiclass 5,RFA_13,LS Squared Gini,0,0,0,4,4,0
KDD98 Multiclass 5,RFA_13,Twoing,2,2,0,2,2,0
KDD98 Multiclass 5,RFA_14,GW Chi Square,0,0,0,3,3,0
KDD98 Multiclass 5,RFA_14,GW Squared Gini,1,1,0,0,0,0
KDD98 Multiclass 5,RFA_14,LS Chi Square,3,3,0,0,0,0
KDD98 Multiclass 5,RFA_14,LS Squared Gini,0,0,0,1,1,0
KDD98 Multiclass 5,RFA_14,Twoing,1,1,0,1,1,0
KDD98 Multiclass 5,RFA_15,GW Chi Square,2,2,2,2,2,0
KDD98 Multiclass 5,RFA_15,GW Squared Gini,0,0,0,3,3,3
KDD98 Multiclass 5,RFA_15,LS Chi Square,3,3,2,0,0,0
KDD98 Multiclass 5,RFA_15,LS Squared Gini,0,0,0,3,3,3
KDD98 Multiclass 5,RFA_15,Twoing,3,3,2,0,0,0
KDD98 Multiclass 5,RFA_16,GW Chi Square,2,2,0,1,1,0
KDD98 Multiclass 5,RFA_16,GW Squared Gini,1,1,0,3,3,0
KDD98 Multiclass 5,RFA_16,LS Chi Square,4,4,0,0,0,0
KDD98 Multiclass 5,RFA_16,LS Squared Gini,0,0,0,4,4,0
KDD98 Multiclass 5,RFA_16,Twoing,2,2,0,1,1,0
KDD98 Multiclass 5,RFA_17,GW Chi Square,3,3,0,1,1,0
KDD98 Multiclass 5,RFA_17,GW Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 5,RFA_17,LS Chi Square,4,4,0,0,0,0
KDD98 Multiclass 5,RFA_17,LS Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 5,RFA_17,Twoing,2,2,0,2,2,0
KDD98 Multiclass 5,RFA_18,GW Chi Square,2,2,0,0,0,0
KDD98 Multiclass 5,RFA_18,GW Squared Gini,1,1,0,3,3,0
KDD98 Multiclass 5,RFA_18,LS Chi Square,3,3,0,0,0,0
KDD98 Multiclass 5,RFA_18,LS Squared Gini,0,0,0,4,4,0
KDD98 Multiclass 5,RFA_18,Twoing,2,2,0,1,1,0
KDD98 Multiclass 5,RFA_19,GW Chi Square,2,2,0,1,1,0
KDD98 Multiclass 5,RFA_19,GW Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 5,RFA_19,LS Chi Square,4,4,0,0,0,0
KDD98 Multiclass 5,RFA_19,LS Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 5,RFA_19,Twoing,2,2,0,1,1,0
KDD98 Multiclass 5,RFA_2,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,RFA_2,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,RFA_2,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,RFA_2,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,RFA_2,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,RFA_20,GW Chi Square,2,2,2,1,1,0
KDD98 Multiclass 5,RFA_20,GW Squared Gini,0,0,1,3,3,3
KDD98 Multiclass 5,RFA_20,LS Chi Square,3,3,2,0,0,0
KDD98 Multiclass 5,RFA_20,LS Squared Gini,0,0,0,3,3,4
KDD98 Multiclass 5,RFA_20,Twoing,2,2,2,0,0,0
KDD98 Multiclass 5,RFA_21,GW Chi Square,2,2,0,1,1,0
KDD98 Multiclass 5,RFA_21,GW Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 5,RFA_21,LS Chi Square,4,4,0,0,0,0
KDD98 Multiclass 5,RFA_21,LS Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 5,RFA_21,Twoing,2,2,0,1,1,0
KDD98 Multiclass 5,RFA_22,GW Chi Square,3,3,0,1,1,0
KDD98 Multiclass 5,RFA_22,GW Squared Gini,0,0,0,4,4,0
KDD98 Multiclass 5,RFA_22,LS Chi Square,4,4,0,0,0,0
KDD98 Multiclass 5,RFA_22,LS Squared Gini,1,1,0,3,3,0
KDD98 Multiclass 5,RFA_22,Twoing,2,2,0,2,2,0
KDD98 Multiclass 5,RFA_23,GW Chi Square,2,2,2,0,0,0
KDD98 Multiclass 5,RFA_23,GW Squared Gini,0,0,1,3,3,3
KDD98 Multiclass 5,RFA_23,LS Chi Square,2,2,2,0,0,0
KDD98 Multiclass 5,RFA_23,LS Squared Gini,0,0,0,3,3,4
KDD98 Multiclass 5,RFA_23,Twoing,2,2,2,0,0,0
KDD98 Multiclass 5,RFA_24,GW Chi Square,2,2,0,0,0,0
KDD98 Multiclass 5,RFA_24,GW Squared Gini,0,0,0,4,4,0
KDD98 Multiclass 5,RFA_24,LS Chi Square,3,3,0,0,0,0
KDD98 Multiclass 5,RFA_24,LS Squared Gini,1,1,0,3,3,0
KDD98 Multiclass 5,RFA_24,Twoing,2,2,0,1,1,0
KDD98 Multiclass 5,RFA_2A,GW Chi Square,1,1,0,0,0,0
KDD98 Multiclass 5,RFA_2A,GW Squared Gini,0,0,0,4,4,0
KDD98 Multiclass 5,RFA_2A,LS Chi Square,1,1,0,0,0,0
KDD98 Multiclass 5,RFA_2A,LS Squared Gini,1,1,0,0,0,0
KDD98 Multiclass 5,RFA_2A,Twoing,1,1,0,0,0,0
KDD98 Multiclass 5,RFA_3,GW Chi Square,1,1,0,0,0,0
KDD98 Multiclass 5,RFA_3,GW Squared Gini,0,0,0,4,4,0
KDD98 Multiclass 5,RFA_3,LS Chi Square,2,2,0,0,0,0
KDD98 Multiclass 5,RFA_3,LS Squared Gini,1,1,0,2,2,0
KDD98 Multiclass 5,RFA_3,Twoing,2,2,0,0,0,0
KDD98 Multiclass 5,RFA_4,GW Chi Square,0,0,0,2,2,0
KDD98 Multiclass 5,RFA_4,GW Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 5,RFA_4,LS Chi Square,3,3,0,0,0,0
KDD98 Multiclass 5,RFA_4,LS Squared Gini,1,1,0,2,2,0
KDD98 Multiclass 5,RFA_4,Twoing,3,3,0,0,0,0
KDD98 Multiclass 5,RFA_5,GW Chi Square,1,1,0,0,0,0
KDD98 Multiclass 5,RFA_5,GW Squared Gini,1,1,0,0,0,0
KDD98 Multiclass 5,RFA_5,LS Chi Square,1,1,0,0,0,0
KDD98 Multiclass 5,RFA_5,LS Squared Gini,0,0,0,4,4,0
KDD98 Multiclass 5,RFA_5,Twoing,1,1,0,0,0,0
KDD98 Multiclass 5,RFA_6,GW Chi Square,0,0,0,2,2,0
KDD98 Multiclass 5,RFA_6,GW Squared Gini,0,0,0,2,2,0
KDD98 Multiclass 5,RFA_6,LS Chi Square,3,3,0,0,0,0
KDD98 Multiclass 5,RFA_6,LS Squared Gini,3,3,0,0,0,0
KDD98 Multiclass 5,RFA_6,Twoing,0,0,0,2,2,0
KDD98 Multiclass 5,RFA_7,GW Chi Square,3,3,0,0,0,0
KDD98 Multiclass 5,RFA_7,GW Squared Gini,0,0,0,2,2,0
KDD98 Multiclass 5,RFA_7,LS Chi Square,3,3,0,0,0,0
KDD98 Multiclass 5,RFA_7,LS Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 5,RFA_7,Twoing,1,1,0,2,2,0
KDD98 Multiclass 5,RFA_8,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,RFA_8,GW Squared Gini,0,0,0,1,1,0
KDD98 Multiclass 5,RFA_8,LS Chi Square,3,3,0,0,0,0
KDD98 Multiclass 5,RFA_8,LS Squared Gini,0,0,0,1,1,0
KDD98 Multiclass 5,RFA_8,Twoing,0,0,0,1,1,0
KDD98 Multiclass 5,RFA_9,GW Chi Square,1,1,0,1,1,0
KDD98 Multiclass 5,RFA_9,GW Squared Gini,0,0,0,2,2,0
KDD98 Multiclass 5,RFA_9,LS Chi Square,4,4,0,0,0,0
KDD98 Multiclass 5,RFA_9,LS Squared Gini,0,0,0,1,1,0
KDD98 Multiclass 5,RFA_9,Twoing,0,0,0,1,1,0
KDD98 Multiclass 5,STATE,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,STATE,GW Squared Gini,0,0,0,1,1,0
KDD98 Multiclass 5,STATE,LS Chi Square,2,2,0,0,0,0
KDD98 Multiclass 5,STATE,LS Squared Gini,0,0,0,1,1,0
KDD98 Multiclass 5,STATE,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,STEREO,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,STEREO,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,STEREO,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,STEREO,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,STEREO,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,VETERANS,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,VETERANS,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,VETERANS,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,VETERANS,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,VETERANS,Twoing,0,0,0,0,0,0
KDD98 Multiclass 5,WALKER,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,WALKER,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,WALKER,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 5,WALKER,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 5,WALKER,Twoing,0,0,0,0,0,0
KDD98 Multiclass 9,AGEFLAG,GW Chi Square,2,2,0,1,1,0
KDD98 Multiclass 9,AGEFLAG,GW Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 9,AGEFLAG,LS Chi Square,2,2,0,0,0,0
KDD98 Multiclass 9,AGEFLAG,LS Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 9,AGEFLAG,Twoing,3,3,0,0,0,0
KDD98 Multiclass 9,BIBLE,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 9,BIBLE,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 9,BIBLE,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 9,BIBLE,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 9,BIBLE,Twoing,0,0,0,0,0,0
KDD98 Multiclass 9,CARDS,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 9,CARDS,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 9,CARDS,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 9,CARDS,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 9,CARDS,Twoing,0,0,0,0,0,0
KDD98 Multiclass 9,CATLG,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 9,CATLG,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 9,CATLG,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 9,CATLG,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 9,CATLG,Twoing,0,0,0,0,0,0
KDD98 Multiclass 9,CDPLAY,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 9,CDPLAY,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 9,CDPLAY,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 9,CDPLAY,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 9,CDPLAY,Twoing,0,0,0,0,0,0
KDD98 Multiclass 9,CHILD12,GW Chi Square,0,0,0,0,0,0
