a_0,a_1,a_2,class
S,AH,T,IY
IY,EY,SH,AH
Z,DH,AE,T
OY,Z,S,AH
IH,L,D,ER
AH,T,AH,L
N,T,IH,D
S,M,AH,N
AH,K,AA,S
DH,AH,G,IH
G,IH,L,D
EH,S,EH,R
V,EH,L,AH
R,AA,F,AH
EH,R,IY,L
IH,D,K,AH
R,IY,Z,T
T,ER,P,R
AA,N,F,ER
D,DH,AH,R
P,AH,T,AH
DH,F,AO,R
L,AE,T,ER
AH,L,EY,T
M,AA,R,K
K,W,AY,R
Z,W,AH,N
K,AA,N,AH
N,T,AY,ER
W,IH,DH,D
D,T,UW,L
AH,P,AH,L
AE,L,AH,T
K,AH,N,S
L,UH,K,L
K,ER,AH,N
ER,S,EH,D
T,ER,V,EH
AH,N,B,IH
DH,AH,IH,N
AH,T,S,AH
SH,UH,R,AH
EH,P,T,AH
Z,D,IH,T
T,R,EY,D
L,IY,IH,K
AY,T,R,IY
R,IY,S,AH
HH,AE,N,D
L,EH,N,D
IY,S,K,EH
AH,S,T,IH
AH,N,F,R
N,F,R,AH
N,T,F,IY
L,AE,T,AH
SH,AH,N,Z
L,M,OW,S
S,AH,N,T
EH,F,AH,S
AH,N,S,AH
ER,P,L,AH
N,S,AH,T
N,D,W,IY
AE,D,AH,D
ER,L,UH,K
P,L,AY,ER
P,OY,N,T
T,UW,M,AH
AH,N,T,EH
JH,AH,S,T
T,M,AH,N
F,IH,SH,AH
S,F,AO,R
EH,N,EH,S
OW,V,ER,D
AH,M,AH,N
AW,N,S,T
IY,T,T,AH
EH,K,T,AH
Z,Y,EH,N
R,AW,N,D
Y,UH,R,AH
AH,Z,AH,N
Z,AH,N,D
EH,D,DH,AH
AH,V,AH,L
DH,AH,S,T
NG,D,IH,S
M,EH,ZH,ER
TH,DH,AH,K
V,DH,AH,S
IH,S,Y,IH
IH,NG,EH,N
JH,AH,N,IH
AE,F,T,ER
M,Z,IH,N
S,F,AO,R
F,ER,S,T
T,UW,DH,EH
P,EY,M,AH
AA,Z,G,IH
D,UW,S,AH
UW,D,OY,L
R,UW,P,IH
N,IH,F,EH
AH,S,IH,L
S,T,EH,D
ER,T,OW,L
P,R,AY,S
L,OW,N,S
T,AH,T,IH
B,IH,N,AH
AH,B,EH,N
S,DH,AH,N
L,AH,B,AH
AE,R,IY,AH
S,P,OY,N
M,AH,N,T
R,IH,F,L
AH,N,V,ER
AH,V,S,IY
S,EY,L,AH
B,R,AE,N
S,L,AO,S
R,IY,AH,L
AH,Z,IH,N
V,DH,AE,T
S,P,EH,N
AH,M,P,AH
HH,AE,V,AH
F,UH,L,K
N,ER,AH,S
IH,M,AH,N
D,F,R,AH
EY,SH,AH,N
G,EH,DH,ER
AH,M,Z,AH
K,S,AE,T
IY,K,AH,N
AA,T,B,IH
AE,S,EH,T
D,EY,Z,AH
B,AH,L,T
R,OW,L,AH
R,OW,L,Z
N,IY,EH,S
P,EH,N,D
R,Z,AA,N
L,AH,B,AH
R,IH,NG,IH
N,T,AH,N
T,S,P,R
K,L,OW,Z
N,IH,K,S
S,P,EH,N
OW,R,IH,Z
V,IH,T,S
AO,R,D,ER
W,ER,L,D
Z,S,AH,S
EY,S,AH,Z
EH,N,SH,AH
IY,S,EH,D
T,AH,V,IH
R,IH,T,IY
CH,Y,UW,S
R,EY,D,S
N,AH,T,K
SH,AO,R,T
AH,N,IH,Z
D,F,AO,R
IH,CH,IH,T
K,HH,OW,L
K,AH,N,S
D,DH,AE,T
N,JH,AH,N
T,IH,NG,AH
T,ER,N,Z
N,S,T,T
P,ER,CH,AH
T,S,B,AH
Z,L,AY,K
R,K,AH,T
L,D,AH,R
AO,NG,T,ER
M,L,OW,N
P,AA,Z,IH
S,EH,T,S
N,W,IY,T
B,R,OW,K
ER,AH,N,S
OW,IH,NG,T
UW,N,AH,T
S,AO,R,S
AH,V,W,EH
AH,B,AY,L
P,AO,R,T
IH,L,Y,AH
N,F,R,AH
AA,N,IH,K
B,AE,NG,K
K,AO,Z,AH
N,T,IH,D
S,AH,B,AH
K,AA,T,AH
UH,D,B,IY
AH,D,UW,S
M,B,AE,S
P,Y,UW,T
AH,M,P,L
ER,Z,DH,AH
IH,SH,AH,N
EH,T,IH,N
IH,P,AO,R
N,D,IH,N
S,T,S,IH
K,R,IY,S
T,IY,B,IH
N,IH,NG,AH
IH,N,D,AH
N,AH,P,R
AH,N,T,AH
S,EH,D,K
S,T,S,S
AY,OW,EH,N
T,AH,M,AH
AA,N,DH,AH
D,W,AY,D
AH,M,IY,T
EY,T,UW,D
IH,ZH,AH,N
R,UW,V,D
OW,DH,EH,R
AH,P,M,AH
D,V,AE,N
V,AE,N,S
M,EY,T,AH
P,AH,Z,IH
AE,K,T,S
AY,D,ER,AH
T,IH,NG,S
AY,D,D,IH
ER,SH,AH,L
S,AH,N,D
T,F,AO,R
M,P,AH,N
T,IH,SH,AH
R,EY,D,IH
S,IH,S,T
IH,N,EH,N
OY,D,EH,N
EY,B,AH,L
R,IH,NG,Z
AH,R,IY,S
Z,AH,M,AH
K,AA,N,T
B,IH,K,AH
V,IY,EH,S
T,UW,IH,K
DH,AH,EH,N
S,DH,AE,T
N,T,IH,K
S,T,S,AH
K,R,IY,S
AH,K,SH,AH
N,AH,L,T
L,AE,K,S
Z,T,EH,L
AH,N,D,EH
F,L,AY,T
D,DH,AE,T
K,R,IY,T
T,AH,N,D
S,IH,D,ER
SH,AH,N,Z
AH,R,AE,N
M,EY,JH,ER
D,AA,L,ER
JH,IH,N,IH
D,P,AA,L
IH,N,K,R
EH,S,AH,S
L,AE,N,D
AH,T,IH,S
IH,SH,DH,AH
UH,D,B,IY
N,D,IH,D
V,AH,L,AH
AH,T,IH,T
IY,D,EY,T
T,K,AE,N
R,DH,AE,T
B,AY,DH,AH
G,IH,V,AH
L,IH,N,IH
N,T,DH,AH
P,Y,UW,T
ER,R,EY,N
P,OW,K,S
S,T,ER,D
UW,N,AH,K
AH,G,R,IY
M,AE,N,AH
K,AH,V,R
S,IH,M,AH
TH,IH,R,IY
UH,D,IH,N
Z,IH,D,AH
N,B,R,IH
Z,R,IY,IH
G,EH,T,AH
D,IH,N,AH
EY,SH,AH,N
IH,N,T,ER
Z,F,AO,R
T,UW,R,IH
R,IY,AH,Z
P,L,AY,D
IY,IH,NG,IH
F,IH,SH,AH
IH,G,IH,N
AA,R,P,L
N,IY,IH,R
S,P,EH,N
S,V,IY,EH
N,OW,K,R
AH,N,TH,S
T,EY,T,S
UW,D,AH,D
DH,AH,IH,N
N,AH,V,AH
ER,AH,G,EH
V,IY,S,EH
EY,T,K,L
N,S,IY,T
D,DH,AE,T
AA,T,S,AH
AY,V,D,IH
L,EH,K,S
K,AE,N,D
P,EH,R,AH
W,UH,D,S
ER,IY,IH,N
D,D,IH,S
D,W,AO,R
SH,AH,N,N
IH,SH,AH,T
DH,AH,CH,EH
T,AH,T,IH
K,B,AY,R
IH,NG,DH,AH
Z,W,UH,D
V,ER,M,AH
EY,D,AH,N
L,IY,T,EH
AA,D,AH,K
R,HH,OW,L
R,EY,D,ER
D,AH,R,IH
R,IY,AW,T
EH,Z,AH,N
TH,D,EH,T
AE,NG,K,S
K,S,AA,R
AH,L,AW,D
AH,F,ER,S
AH,T,EH,K
EH,K,Y,AH
AA,N,K,IY
P,AO,R,T
M,P,AH,N
D,G,UH,D
S,T,IH,K
AY,AH,P,R
IH,N,M,IY
AH,G,EY,T
N,Z,AA,R
N,S,EH,D
IY,P,AO,R
EH,D,IH,T
AH,T,AH,R
IH,G,ER,EH
M,EY,T,AH
T,AA,B,L
Z,F,R,AH
L,D,ER,Z
K,SH,AH,N
AO,L,T,AH
S,T,R,IY
Z,AE,Z,AH
N,AH,L,IH
N,AW,B,IH
K,Y,UH,R
L,AE,S,T
N,IH,NG,S
F,ER,M,Z
V,HH,IY,S
IY,HH,AA,R
M,AA,R,K
IH,N,AH,S
IH,D,EH,N
IH,SH,AH,N
V,ER,DH,AH
S,T,Y,IH
AH,L,Z,AH
K,W,IH,D
IY,B,IH,L
M,F,R,AH
B,AW,T,D
F,AH,S,AH
AH,S,T,S
W,UH,D,D
UW,JH,AH,S
K,S,T,ER
AH,S,T,IH
UW,M,IH,N
AA,N,T,R
M,AH,N,IY
D,F,AO,R
IH,L,Y,AH
K,T,S,AH
D,SH,EH,D
K,AH,M,IH
IH,SH,AH,L
AH,L,N,AH
EH,D,D,AH
AO,R,DH,AH
M,AH,N,AH
D,R,AH,S
V,CH,AA,R
N,T,S,EH
AA,L,V,IH
B,AY,DH,AH
EH,K,T,AH
T,S,IH,K
N,AE,K,S
OW,P,AH,N
V,K,AO,R
T,ER,D,EH
IH,D,AH,T
IY,Z,AH,N
IH,L,Y,AH
AH,N,EH,R
N,F,AH,D
IH,F,T,T
W,AA,Z,R
S,T,IH,L
R,P,EH,N
SH,ER,F,R
EH,D,IH,T
T,UW,DH,IY
Z,S,IY,K
N,DH,AH,T
AH,N,IH,N
T,Y,IH,R
D,M,AO,R
S,P,EH,K
AA,R,K,AH
AE,Z,AE,S
AH,N,D,ER
L,Y,AH,N
EH,N,D,AH
IH,L,Y,AH
UW,N,AA,N
B,AE,NG,K
TH,AE,F,T
AE,F,T,ER
M,Z,T,R
OW,B,AA,N
S,M,AA,R
K,EY,SH,AH
M,AH,N,AH
S,S,EH,D
F,ER,AH,N
P,R,AY,S
EH,T,S,AH
S,EH,N,T
N,D,DH,AH
D,AA,L,ER
B,IY,L,IH
NG,K,AH,N
AO,M,AH,N
IH,S,T,IH
UW,B,AO,R
AW,N,T,ER
AH,N,S,T
R,IY,S,AH
Z,DH,EH,R
Y,IH,R,Z
K,R,IH,Z
AY,AH,F,EH
F,EH,R,L
W,OW,T,IH
AA,L,ER,Z
TH,ER,OW,L
G,AH,V,ER
AE,Z,DH,AH
AY,L,AE,T
W,ER,D,L
NG,DH,AH,L
AH,S,T,AH
S,F,AO,L
N,T,UW,S
OW,AH,L,IH
DH,AH,S,T
B,AY,DH,AH
T,IH,NG,IH
IH,NG,M,EH
AH,V,P,R
S,AA,N,S
IH,F,T,IH
N,T,AE,K
OW,S,L,IY
AH,AH,N,D
T,R,AY,T
K,AO,R,D
EH,S,AH,R
NG,K,DH,EH
NG,T,UW,N
AH,W,EY,Z
S,EH,D,IH
ER,L,IY,S
AH,N,T,EH
AY,N,AH,L
R,IY,EY,T
AH,N,D,IH
AE,K,W,AH
AH,M,P,L
K,W,AH,Z
AH,K,SH,AH
AE,F,T,ER
S,T,EH,R
T,R,AE,K
EY,T,IH,D
M,IY,T,IH
AA,N,P,R
AA,M,IH,K
AH,S,T,ER
IH,N,K,R
DH,AH,P,R
S,EY,F,L
AE,K,T,ER
AH,M,AE,N
T,R,IY,AH
AH,N,D,AH
AW,S,D,IY
R,AH,T,IY
D,AH,B,EH
EH,Z,AH,D
M,P,AH,N
P,AH,N,IY
AH,B,AH,L
T,T,UW,K
S,T,Y,IH
IH,T,IH,K
IH,K,S,IY
IH,D,IH,K
T,AO,R,IY
T,IH,V,IH
N,S,AH,L
N,AH,L,K
SH,AH,L,Z
S,T,HH,IH
EH,S,AW,T
D,N,AA,T
S,T,K,AH
AH,V,AY,D
G,AE,S,D
D,F,R,AH
IH,T,IY,AH
S,N,IH,L
N,IY,S,EH
AH,V,ER,IH
AH,T,P,ER
OW,EH,S,K
S,AH,Z,IH
Y,UH,R,AH
AH,V,DH,AH
SH,AH,N,K
R,EY,T,S
AA,R,JH,ER
T,ER,M,AH
L,W,UH,D
Y,UW,N,AH
K,AH,L,T
UW,S,JH,AH
B,AY,OW,T
D,EY,DH,AH
T,ER,M,Z
OW,S,AE,T
S,R,IH,N
D,AH,N,S
IH,D,N,ER
EH,N,T,AH
HH,OW,L,D
DH,AH,SH,EH
S,IH,S,T
K,SH,AH,N
HH,EH,L,D
IH,S,Y,IH
AH,N,AH,L
N,T,AH,N
K,IH,NG,S
AH,M,P,EH
T,R,AE,N
T,M,EY,D
Y,UW,N,AH
D,AH,V,IH
EH,R,Z,AH
IH,T,IH,N
HH,AE,Z,R
K,W,OW,T
S,B,AH,T
IH,R,IY,AH
AH,D,UW,S
F,IY,P,R
AH,TH,R,EH
EY,SH,AH,N
AH,B,AH,L
AH,N,Z,AH
AO,R,AE,N
B,IH,Z,N
IY,F,DH,AH
UW,DH,AH,K
P,IH,T,AH
B,AA,N,D
S,AO,F,IH
M,OW,S,T
K,AA,R,Z
K,SH,AH,N
OW,Y,UW,S
K,L,OW,Z
R,M,AH,N
T,HH,OW,L
R,IY,S,K
T,T,UW,K
T,IH,S,AH
AH,L,AH,T
S,T,AE,N
L,S,OW,S
OY,N,T,S
ER,Z,AH,N
UW,AH,B,Z
D,EH,S,K
R,EY,D,IH
AA,R,JH,L
F,AO,R,N
L,IH,T,IY
P,L,EY,T
L,AE,N,D
AE,N,D,T
V,AH,G,R
P,L,AY,K
EH,S,P,R
T,R,EY,D
T,AA,K,K
T,B,EY,S
B,AY,AE,Z
N,K,R,IY
AH,B,AE,R
IH,N,V,EH
T,UW,AH,N
S,T,AA,K
T,UW,DH,AH
Y,IH,R,Z
F,AH,N,D
EH,T,R,IY
N,Z,AE,K
D,Z,R,IY
IH,S,T,R
EH,S,P,R
T,AE,K,S
AY,DH,AH,K
P,AH,N,IY
T,EH,S,T
IH,G,Z,IH
M,AH,N,IY
AA,N,AH,T
R,EY,T,S
T,IH,D,IH
M,AH,N,T
N,AH,G,EH
CH,AA,R,S
S,EH,K,S
M,AH,N,T
AH,G,R,IY
T,UW,K,AH
G,EY,JH,D
M,AH,N,T
B,IH,L,AH
AH,L,AH,T
F,AH,N,D
AH,B,UH,L
T,K,UH,D
DH,EH,R,N
IH,G,N,IH
M,T,UW,IH
T,HH,IY,T
OW,T,UW,R
K,AA,N,S
S,F,AY,L
Z,AH,N,D
W,AY,ER,AH
IH,M,AE,N
P,ER,AH,T
N,AE,N,S
AO,R,EY,T
M,P,AH,N
EY,D,AA,N
HH,IY,S,EH
UW,V,AH,L
R,IY,S,T
ER,AY,Z,D
K,AO,R,T
EH,K,Y,AH
AH,Y,UW,S
AO,R,AO,R
AH,K,IH,N
JH,EH,N,D
S,T,EY,K
AH,V,DH,AH
AY,D,EH,N
EH,N,T,AH
AA,N,R,IY
T,ER,M,N
N,D,IH,N
AH,V,D,EH
AY,S,AH,Z
S,T,AO,L
T,EH,R,IY
D,IY,L,AH
ER,Z,S,EH
T,S,K,EH
P,ER,CH,AH
Z,AH,V,IH
AH,N,Z,IH
NG,AH,N,D
CH,P,R,AH
EH,T,W,ER
AA,R,IH,N
K,W,AH,N
EH,N,S,T
EH,N,D,Z
AH,N,EH,K
UW,N,AH,T
AH,B,AH,L
T,ER,ER,N
P,AH,N,IY
L,R,AY,Z
IY,P,AO,R
L,CH,AE,N
CH,ER,Z,IH
IH,N,DH,AH
D,UW,S,T
D,F,IH,R
W,AA,Z,S
Z,K,AH,N
D,ER,S,T
P,Y,UW,T
AH,N,T,IH
AH,N,D,S
S,T,R,IH
R,IH,T,S
EH,D,S,AH
S,EH,D,AH
ER,DH,AE,N
AH,N,T,R
S,T,S,IH
T,DH,AH,T
B,AH,L,K
P,L,AE,N
AO,F,ER,D
M,AH,N,T
IH,K,AA,N
P,AA,L,AH
OY,N,T,D
OW,AO,R,N
T,IH,V,AH
P,EH,N,D
R,IH,F,L
ER,Z,W,IH
G,R,IH,K
AH,AH,DH,ER
AE,M,AH,L
S,AH,N,D
T,S,S,EH
EY,T,S,AH
Z,AH,P,R
AO,R,M,K
P,Y,UW,T
IH,N,P,L
N,AH,K,L
AH,CH,AE,Z
ZH,AH,N,R
UW,DH,AH,R
AH,N,D,EH
UW,M,EY,N
F,AY,N,AH
T,R,AH,S
ER,V,AH,S
T,AY,M,Z
L,EH,N,T
EH,D,ER,AH
OW,N,AH,S
D,IH,K,T
L,D,OY,L
Z,ER,V,Z
AH,B,AE,R
ER,AH,N,D
Z,R,EY,T
IY,Y,IH,R
P,R,AY,S
R,IY,S,IH
N,D,EH,T
B,AE,NG,K
T,UW,R,IH
R,D,W,IH
M,P,L,EH
DH,ER,IH,N
AO,R,M,ER
L,UW,M,AH
P,AH,N,IY
M,AA,R,K
AH,V,IH,T
M,IH,G,Z
D,IH,N,D
G,Y,ER,Z
IH,N,V,IH
T,AH,L,N
R,AH,T,IY
F,IH,T,S
N,S,IH,T
P,M,AH,N
EH,D,IH,T
EH,R,T,EH
W,UH,D,N
IH,Z,AH,L
S,EY,L,Z
EY,M,AH,N
AH,F,ER,S
T,IH,D,T
P,AO,R,T
AH,V,DH,AH
IH,ZH,AH,N
S,ER,V,D
AA,N,DH,AH
EH,D,IH,T
F,ER,S,T
AE,K,IH,Z
L,OY,M,AH
ER,IH,NG,IH
EH,D,IH,T
V,IY,N,D
V,DH,AH,EH
HH,AE,V,IH
D,AA,L,ER
D,T,UW,EH
F,IH,T,S
N,S,T,S
B,L,IH,K
R,M,AH,N
IY,AH,F,IH
R,DH,AE,N
R,EY,T,ER
D,AH,AH,K
AH,N,D,ER
AH,M,DH,AH
R,K,ER,AH
IH,L,EH,K
IH,SH,UW,Z
N,S,S,EH
T,OW,L,D
EY,M,S,EH
Z,W,AH,N
R,AA,JH,EH
OY,L,AH,N
N,OY,L,R
AH,V,K,AH
N,EY,B,AH
EH,N,T,T
EY,L,AO,R
K,F,R,AH
N,T,R,IY
D,B,AH,T
JH,M,AA,R
S,EH,T,S
AY,AH,B,IH
ER,Z,IH,N
S,IH,D,IY
N,T,R,IY
AH,V,DH,AH
AH,N,D,AH
IY,L,AE,S
IH,JH,P,R
IH,L,K,AH
L,Z,HH,IY
F,AH,S,AH
M,AH,N,T
D,DH,AH,IH
S,IH,K,S
N,D,AH,N
AH,B,AH,L
S,AH,Z,IH
AH,V,AE,K
Z,AE,N,IH
D,V,AE,N
JH,IH,Z,AH
IY,CH,AH,S
AH,N,T,IH
F,ER,T,T
AH,N,D,S
W,IH,L,K
T,S,S,EH
EY,S,T,IH
T,T,EH,L
AH,S,P,EH
P,IH,R,D
S,EH,D,IH
B,AE,NG,K
N,V,AA,L
IY,P,AA,L
L,Y,AH,N
IH,NG,W,IH
AH,V,AH,S
B,AH,L,T
ER,IH,N,D
S,AY,K,AH
AH,S,IY,Z
N,Y,UW,AH
K,AA,N,T
UW,SH,EH,R
AH,N,IH,T
AH,L,Z,AH
Y,IH,R,Z
IH,T,AH,D
ER,S,T,R
IY,AH,N,D
AH,N,S,IY
S,ER,P,L
UW,L,AA,R
V,ER,M,AH
IH,N,D,AH
OW,V,ER,S
AW,T,F,L
R,M,AH,N
N,DH,AH,K
T,IH,D,T
D,AH,DH,ER
R,EH,D,IY
M,L,AE,N
T,AO,T,AH
IH,G,Z,IH
T,AE,F,T
AO,R,IH,N
F,L,EH,K
B,AH,F,ER
EY,T,IH,D
UW,SH,AH,N
CH,W,UH,D
D,AH,S,T
IY,EY,B,AH
T,OW,L,D
AA,B,L,AH
S,AH,M,K
EH,S,T,ER
AH,T,EH,R
T,M,AH,N
S,T,AH,D
V,B,IH,L
SH,IH,P,T
IH,T,S,T
IH,SH,AH,N
S,T,P,ER
SH,UH,G,ER
Y,IH,R,S
K,OW,V,ER
T,F,AH,N
T,OW,V,ER
EH,N,IY,T
AH,D,EY,K
D,IH,S,T
EH,K,S,T
N,EH,T,T
M,AH,N,T
D,N,AA,T
G,EH,N,S
EY,S,AH,S
V,P,R,IH
IH,F,ER,AH
AH,N,T,S
ER,AH,N,S
F,AO,R,K
N,T,D,R
AO,R,AH,N
M,IY,Z,AH
T,S,W,IH
T,S,AH,K
R,AY,V,T
D,AH,G,R
M,AA,R,K
AW,S,AH,Z
IH,L,Y,AH
L,B,IH,L
AH,Z,DH,AH
T,IY,DH,AH
M,IH,N,IH
D,K,AH,T
AA,N,D,Z
AA,P,DH,AH
AH,S,F,R
IH,V,EH,L
AH,HH,AO,R
T,F,AO,R
N,R,IY,S
EH,NG,TH,IY
IH,JH,EH,K
UW,P,R,IH
P,L,OY,IY
AO,R,N,IH
AH,S,IH,S
IY,B,IH,N
M,P,AH,N
G,UH,D,Z
M,AH,N,T
R,IH,F,L
G,R,OW,S
N,DH,AH,IH
K,AH,N,T
IH,NG,D,AH
EH,K,S,T
AH,N,IY,Z
D,W,EH,L
S,IH,N,D
ER,IH,K,S
T,W,ER,N
ER,N,AH,L
T,UW,EH,N
K,L,IY,T
AH,N,S,AH
AH,L,OW,ER
F,EH,K,T
IH,Z,AH,L
AH,N,D,K
AO,F,ER,D
R,IY,M,AH
AH,L,AH,N
AH,N,IY,S
Z,F,AO,R
R,AH,S,IY
EY,B,AH,L
N,Y,UW,AH
L,AH,B,AH
IH,G,Y,ER
V,IH,T,S
UW,N,UW,K
AE,D,AH,D
CH,AE,N,AH
N,CH,IH,T
IY,T,OW,L
W,IH,L,S
S,K,AH,N
EH,R,Z,AH
D,IH,N,IH
AH,S,AH,T
L,EY,SH,AH
L,S,EH,K
R,AH,D,AH
AH,B,L,IH
AH,K,ER,AH
S,T,R,IY
AE,NG,K,S
V,P,R,EH
SH,AH,L,Z
UW,AH,S,IY
G,Y,ER,Z
P,EH,R,D
S,W,ER,S
AO,S,AH,Z
R,N,EH,T
JH,AH,N,D
T,HH,AE,Z
N,D,AH,D
T,UW,N,IH
M,EY,K,L
EY,K,L,IH
R,AE,K,T
T,R,AE,K
Y,AH,L,AH
R,IH,T,S
T,S,AA,N
AE,Z,B,IH
AO,N,AH,N
AH,V,DH,AH
Z,IH,SH,AH
N,UW,D,IH
K,L,AY,N
AH,M,P,AH
IH,N,D,AH
S,CH,EY,N
EH,K,S,T
Z,DH,AE,T
L,B,IY,R
T,UW,D,AH
T,L,AO,S
IH,Z,D,IH
EH,N,D,AH
IY,P,AO,R
Z,DH,EH,R
N,T,R,AH
AH,W,IY,K
R,AH,N,IH
R,AE,DH,ER
N,AA,T,D
EH,N,T,AH
AY,S,AH,Z
AA,L,AH,T
UH,R,AH,T
AH,G,EY,N
L,IY,IH,N
N,K,R,IY
AH,V,S,AH
T,S,EH,D
Z,B,AH,T
DH,AH,IH,N
N,S,ER,T
T,EH,L,AH
EH,N,CH,AH
IH,N,K,AH
SH,AH,N,Z
L,IH,P,T
ER,Z,W,ER
DH,AH,HH,EH
S,AA,N,S
EY,W,AA,N
SH,AH,N,Z
N,L,EY,T
T,S,W,ER
G,R,IY,D
R,AA,F,AH
AO,R,DH,AH
SH,AH,N,Z
IY,AH,S,L
HH,EH,L,D
S,AH,D,ER
NG,F,AO,R
EH,R,Z,K
L,AH,S,IH
D,B,IH,Z
SH,AH,N,T
IY,W,EH,L
T,AH,N,D
DH,AH,S,EH
S,UW,P,ER
M,P,AH,N
K,IH,NG,T
NG,F,R,AH
N,AE,S,EH
AW,N,R,EH
S,P,EH,K
AH,S,IY,Z
W,IH,L,IH
D,IH,V,IH
UW,AH,V,ER
IH,N,T,ER
AH,N,Z,AH
N,W,AH,T
T,IH,S,AH
AH,S,ER,R
P,R,AY,AH
AH,P,R,IY
P,AH,N,IY
D,SH,EH,R
AH,M,P,AH
P,AH,Z,IH
OW,TH,IH,N
N,T,G,EH
G,IH,N,IH
K,AO,R,AH
K,IY,M,Z
IY,CH,AH,N
D,IH,T,S
ER,AY,Z,D
IY,AH,D,AH
P,L,AE,N
AE,T,IH,T
N,D,AH,D
AH,F,ER,S
AY,S,AH,L
SH,AH,N,AH
AE,T,HH,IY
AH,N,TH,S
IY,R,IY,IH
AH,T,IH,N
B,AH,JH,IH
AH,S,T,R
P,AY,P,L
F,EH,K,T
W,IH,CH,L
IY,CH,Y,IH
B,IH,L,AH
AH,AO,T,AH
IY,T,M,AH
T,UW,K,AH
B,EH,T,ER
AH,V,EH,K
K,AH,N,D
EH,S,V,IH
T,IY,IH,N
S,K,AH,N
N,SH,AH,N
T,EH,S,T
D,EH,D,AH
AH,N,Z,AH
N,T,AH,N
P,OW,Z,D
EH,N,S,T
EY,SH,AH,N
AH,N,AH,L
D,EH,R,K
G,AE,S,AH
M,DH,AH,S
V,IH,D,EH
T,W,UH,D
SH,AH,N,Z
IH,N,P,AH
AA,M,AH,N
ER,AH,T,EH
AH,T,DH,AH
K,AO,F,IH
T,S,OW,N
N,D,K,EH
AE,N,IH,N
ER,AO,F,ER
AA,B,V,IY
P,ER,SH,EH
R,AE,K,T
IH,K,W,IH
UW,S,EH,L
S,N,EH,T
R,AH,M,IH
F,ER,AH,S
N,D,CH,IY
AH,N,D,L
K,W,AY,ER
Z,F,AO,R
L,OW,Z,IH
DH,ER,S,L
R,EH,D,AH
N,OW,R,IY
K,W,AH,N
AE,N,AH,L
F,AO,R,L
P,AA,S,AH
R,AH,M,K
P,ER,M,IH
N,K,L,IH
NG,DH,AH,K
S,EH,D,IH
S,IH,NG,S
F,AO,R,AH
EY,N,F,EH
EY,SH,AH,N
AE,V,AH,K
K,AA,N,D
DH,IH,S,S
AH,N,D,EH
P,AH,N,IY
DH,AH,P,L
V,EH,N,IH
T,UW,P,R
ER,N,IH,R
AH,S,T,ER
K,S,DH,IH
S,EH,D,T
NG,K,SH,AH
T,EY,K,IH
L,Z,DH,AH
N,F,EH,R
IY,K,AH,N
Z,ER,V,ER
AH,M,AA,R
Y,UW,AH,L
T,UW,D,IH
G,R,OW,IH
AA,D,AH,K
IY,V,IY,AH
AH,M,P,AH
HH,AE,V,N
W,IH,L,IH
T,IH,N,K
EH,K,S,T
UW,D,Z,R
TH,IH,NG,Z
D,D,IH,S
L,IY,S,T
T,IH,D,IH
IH,Z,IH,T
V,AH,P,T
EY,D,S,ER
AH,K,SH,AH
F,IH,G,Z
IH,N,K,R
EH,D,IH,T
D,F,AO,R
Y,UW,Z,D
M,SH,AO,R
AH,N,T,T
AH,T,AE,K
B,AY,G,R
N,AH,L,T
AH,K,AO,R
T,UW,P,R
ER,JH,AH,N
K,AA,M,AH
AA,M,AH,N
IH,L,B,IY
B,AY,N,D
IH,T,S,S
N,AH,N,D
N,D,IH,N
L,AH,N,T
L,AW,IH,T
AH,N,IY,S
DH,AE,T,IH
S,T,S,T
D,T,UW,EH
N,D,AH,D
D,DH,EH,R
N,IY,S,EH
T,R,IY,AH
N,Z,AA,R
N,Z,B,IH
EH,K,T,S
M,AH,N,S
AH,IH,N,D
T,UW,P,R
AY,IH,T,S
AH,M,EY,T
L,IY,IH,N
IY,AH,V,IH
AO,R,T,T
ER,S,EH,K
R,AH,D,AH
G,EH,N,S
W,AH,N,AH
S,EH,R,K
AH,V,L,IH
R,UW,L,IH
D,AH,B,EH
ER,EH,K,T
R,EY,AH,S
N,OW,T,AH
P,R,AA,D
AH,N,AE,N
AH,B,IH,L
AO,K,AW,T
S,DH,EH,R
R,W,IH,L
T,S,S,EH
AA,S,T,S
N,L,AO,S
T,R,IH,S
EH,K,T,ER
F,R,EH,N
UW,Y,IH,R
SH,AH,N,Z
Y,UW,SH,AH
S,AE,F,T
R,IH,F,T
AH,N,T,R
AH,M,DH,AH
L,EY,S,IH
IH,NG,K,IH
N,Y,ER,N
D,SH,EH,R
AH,V,IH,T
UW,B,AY,AH
K,AA,M,EH
K,AE,P,AH
IY,N,AH,S
AH,M,R,IH
V,IY,EH,S
N,L,IY,S
B,Y,AH,T
EH,R,IH,T
L,EY,T,IH
EH,D,DH,AH
Z,IH,K,S
D,ER,S,ER
T,IH,NG,AH
AH,Z,IH,N
N,IH,K,S
N,T,IH,K
K,W,AO,R
K,L,AY,N
M,EH,S,T
D,P,R,IY
S,L,AO,S
IY,AH,M,Z
L,AE,S,T
IH,K,T,S
T,AH,D,T
UW,IY,Z,IH
P,R,AA,D
AA,D,AH,T
N,K,R,IY
AA,M,AH,T
V,S,T,R
D,IH,T,S
L,EH,R,D
M,AH,S,AH
M,IY,D,IY
