a_0,a_1,a_2,class
R,S,IH,R
IH,K,AH,T
F,AO,R,AH
AH,N,T,T
K,AO,R,T
AE,NG,K,IH
L,AH,B,AH
IH,DH,DH,AH
IY,IH,NG,S
NG,K,S,AH
M,AH,N,T
M,AE,N,AH
IH,N,AH,N
AH,CH,AE,Z
L,EY,T,IH
AH,N,T,R
IH,K,AH,N
IH,N,DH,AH
AH,S,AH,K
ER,D,IH,N
IY,M,AH,N
AH,Y,UW,N
M,AH,S,L
IH,K,S,IH
N,AH,B,AH
T,UW,B,IH
AA,M,AH,N
N,EY,M,D
V,P,AA,R
S,P,R,AH
UW,L,Z,AH
F,AY,D,S
S,M,AO,R
B,IY,IH,K
IH,N,K,L
T,W,IY,K
P,L,AE,N
AH,N,W,IH
IH,D,EH,N
F,AO,R,N
T,T,UW,R
S,T,S,S
R,EH,S,IH
M,AH,N,T
L,AE,N,T
AH,AH,D,IH
IH,N,DH,AH
G,R,EY,N
K,T,S,T
AH,V,IH,K
Z,AH,N,AH
AE,NG,K,S
D,R,AY,Z
EH,N,T,IH
N,F,R,AH
R,OY,D,AH
N,D,Z,K
AH,R,EH,S
T,OW,T,AH
L,AY,N,IH
IY,AH,S,R
AH,V,DH,AH
IH,N,G,R
AH,M,AA,R
JH,AH,S,T
N,D,DH,AH
IH,S,T,S
N,D,AH,T
ER,T,AH,N
IH,S,T,AH
ER,Z,F,R
AH,M,P,R
R,OW,ER,Z
AH,G,AA,R
D,DH,AE,T
P,AE,K,AH
V,ER,AO,L
R,AY,V,AH
AA,R,AO,L
T,AH,V,AH
AH,N,T,L
F,AH,T,D
V,AH,N,T
IY,AH,V,K
AH,M,Z,IH
AH,M,S,AH
EY,N,M,AH
AY,S,AH,N
Z,R,IH,K
R,AE,P,AH
D,EY,SH,AH
N,S,AH,L
D,F,AO,R
AH,N,D,AH
IY,K,AH,N
L,IH,SH,T
AO,R,M,IH
AH,M,EH,N
Y,IH,R,L
N,DH,EY,S
P,ER,CH,AH
IY,S,IH,N
D,R,IY,S
UW,V,AH,L
K,AH,N,T
IY,F,AO,R
EH,D,IH,T
R,AH,AO,R
IH,NG,P,R
EY,N,F,R
EH,D,IH,T
M,IY,T,IH
V,DH,AH,IH
IH,P,EH,N
W,UH,D,K
AH,TH,ER,D
S,EY,JH,AH
AA,N,AH,N
S,T,AO,L
P,AH,B,L
AH,T,AO,R
N,D,AH,R
AH,L,AW,AH
IH,NG,AH,R
N,R,IH,S
AH,N,M,AH
N,UW,P,R
S,EH,D,IH
AH,P,IY,L
IH,N,K,AH
IY,W,AH,N
Y,IH,R,Z
T,IH,F,IH
IH,F,IH,K
AH,T,S,AH
IH,K,AH,T
K,AH,N,S
T,UW,R,IH
Z,N,OW,IH
M,AH,N,T
OW,Z,AH,L
K,AA,M,AH
DH,AH,IH,K
IY,R,IH,Z
V,DH,AH,S
S,EH,D,IH
L,AE,N,T
SH,AH,N,Z
AY,N,D,T
IY,AH,N,D
R,T,IH,S
IH,NG,IH,T
S,CH,EY,N
R,IH,N,S
V,IY,EH,S
N,T,AH,N
T,M,AA,D
P,AA,S,AH
V,IH,ZH,AH
N,AH,L,T
UW,B,IY,T
IH,R,OW,L
K,T,ER,AH
K,T,ER,Z
IY,Z,AA,N
N,Z,V,IH
T,UW,DH,AH
K,AW,N,T
AH,M,IH,Z
AH,D,IY,L
N,AA,T,AH
IH,NG,R,IH
AH,N,D,AH
Z,S,EH,D
T,UW,S,T
SH,AH,L,Z
AA,N,DH,AH
P,R,IY,K
L,B,IH,Z
ER,R,AH,D
Z,F,R,AH
IH,L,AH,K
L,AH,K,AH
L,S,T,R
IH,P,EH,N
IH,CH,AA,R
R,N,AA,T
P,AE,T,AH
AA,L,OW,D
AH,D,AH,K
IH,T,IH,N
B,AW,T,T
S,AW,T,L
IH,NG,AA,N
AH,S,IY,Z
D,EH,K,S
AA,N,AH,D
D,DH,AE,T
W,IH,L,S
V,Y,IH,R
N,W,ER,D
F,AY,N,AH
R,OW,P,R
UW,IH,NG,IH
T,IY,Z,AH
AA,F,AH,T
K,T,AH,D
T,R,OW,L
M,AH,N,T
N,DH,AH,T
AH,V,DH,AH
Y,UW,S,IH
T,ER,Z,AH
R,K,AH,T
AH,T,IH,T
T,DH,IH,S
IY,V,IH,N
JH,IH,T,AH
T,AH,M,AH
AE,D,AH,D
DH,AH,P,R
T,AH,Z,S
P,AY,R,D
EY,N,JH,D
D,K,AH,N
V,ER,M,AH
EH,D,DH,AH
D,AH,S,T
N,S,EH,D
IH,L,P,R
Z,L,EH,D
T,S,EH,D
V,W,AH,N
R,W,AH,N
M,AH,N,T
ER,T,S,IH
T,UH,K,AH
R,AE,N,Z
UW,M,IH,N
AH,M,DH,AH
AE,Z,IH,K
P,L,IY,T
P,R,AA,D
V,EH,S,T
N,S,M,IH
M,P,AO,R
F,L,AY,T
IH,P,AO,R
T,AH,L,D
AA,N,DH,AH
T,AH,N,Z
AO,R,T,S
AH,P,EY,T
L,EH,K,T
T,T,UW,IH
S,T,IY,L
T,OW,L,D
SH,AH,N,AH
W,EY,Z,IH
EH,Z,DH,IH
V,EH,K,S
W,IH,DH,S
AO,R,D,IH
AE,T,IH,T
M,Z,IH,N
ER,M,AH,N
IH,S,T,IH
M,P,AH,N
AH,M,P,AH
T,AH,B,AH
IH,N,T,R
D,B,IH,N
AO,R,T,AH
IY,S,EH,D
NG,AH,N,AH
T,R,EY,D
N,AH,F,IH
AY,L,AE,T
N,D,D,IH
N,AH,S,T
F,ER,T,T
Z,ER,V,R
AH,N,S,AH
S,AH,R,AH
K,SH,AH,N
AH,JH,OY,N
V,ER,M,AH
TH,AW,T,L
D,V,AY,Z
IY,T,S,T
AH,F,AA,L
K,L,IY,T
AH,D,AA,L
ER,AH,G,R
S,EH,L,IH
UW,DH,AH,D
AA,R,K,AH
UW,SH,AH,N
T,F,AA,L
L,D,ER,Z
N,R,AE,N
S,F,UW,D
S,M,AH,N
S,Y,IH,R
W,AA,Z,IH
UH,L,IY,IH
UH,G,ER,AH
S,AH,T,AH
N,JH,AH,N
K,L,UW,D
DH,AE,T,D
R,M,Z,AH
IH,S,Y,IH
Y,AH,N,IH
Z,R,UW,L
OY,N,T,IH
IH,S,S,T
N,S,UW,N
D,L,IY,S
N,IH,SH,AH
F,Y,UW,AH
R,F,UW,D
Z,DH,AH,D
IH,K,Y,AH
S,P,EH,K
UW,Y,UW,N
IH,N,S,T
AA,K,IH,N
AH,L,Z,S
AH,L,AW,D
IH,V,AY,Z
OW,K,AH,L
N,EH,T,IH
N,AH,V,IH
T,R,EY,T
N,T,K,R
R,D,ER,T
IH,N,DH,AH
M,IH,L,AH
UW,HH,AE,Z
T,AH,P,R
S,Y,IH,R
S,T,UH,D
IH,NG,EH,N
T,AH,N,S
L,OW,S,N
EY,S,EH,D
AO,R,D,IH
CH,AH,S,AH
Z,IH,SH,AH
Z,AE,K,S
OW,S,T,K
S,AO,R,S
T,S,AH,K
IH,P,EH,N
M,SH,IY,T
IH,T,M,AH
R,K,AH,T
P,OY,N,T
AH,D,UW,S
AH,D,UW,S
N,D,K,AH
IH,DH,IH,T
S,T,IH,D
S,AH,P,AH
EY,W,IH,N
AO,R,IH,T
M,P,AA,Z
ER,AH,N,S
T,R,EY,T
P,ER,P,R
R,D,AH,N
P,DH,AH,K
EH,V,AH,N
S,T,IH,L
AY,R,AH,N
R,AH,M,AH
L,AH,N,S
K,AH,N,S
SH,AH,N,K
IH,L,K,AH
EH,N,ER,AH
SH,EH,R,Z
IH,S,K,AH
AH,AE,F,T
V,OW,K,L
AH,T,EY,T
AH,S,AH,Z
M,P,AH,N
IH,SH,UW,D
D,EY,AE,Z
S,IH,G,N
SH,EH,R,Z
Z,M,AA,R
Y,UH,R,AH
AH,N,S,T
N,CH,ER,Z
AH,L,P,R
EH,R,AH,N
T,UW,Y,IH
IH,Z,N,AH
ER,ER,N,IH
W,IH,CH,R
AH,M,P,AH
JH,AH,S,T
T,AH,N,AH
R,AH,L,IH
AH,D,UW,S
EH,D,DH,AH
AH,N,S,IH
IH,N,W,IH
AY,N,AO,R
N,IH,NG,T
N,S,P,IH
IY,B,R,IH
R,AH,P,R
SH,AH,N,T
R,AH,D,AH
N,T,K,AH
D,IH,K,L
K,AH,N,T
K,AH,N,T
T,F,R,AH
UW,Z,D,AH
S,AH,Z,T
NG,K,OW,K
K,AH,N,D
W,IY,K,S
IH,DH,IH,N
T,Y,IH,R
N,T,R,AH
K,AO,R,D
AH,ER,N,IH
AH,L,ER,N
W,IH,DH,AH
IY,Z,D,IH
N,V,IH,Z
B,AY,DH,AH
AH,N,Z,AH
S,AY,Z,AH
K,CH,ER,IH
AA,N,IH,K
AE,T,ER,AH
P,AO,R,T
SH,UH,R,AH
N,S,K,AH
N,AA,N,K
S,T,R,AH
AH,V,EY,L
R,IH,K,AH
S,EH,D,K
N,R,IH,Z
T,CH,EY,N
Z,N,AA,T
R,AH,D,AH
AA,T,AH,N
N,AH,L,IH
L,M,IY,T
IH,N,K,R
S,L,AO,S
EY,T,ER,IH
L,IH,NG,T
S,T,AA,R
L,HH,AE,N
T,IH,T,S
D,N,EH,T
S,P,EH,N
HH,AE,Z,IH
P,R,IH,D
T,S,DH,AH
OW,L,D,IH
T,IH,NG,IH
K,AH,T,AH
Z,AH,V,R
F,S,AH,L
Z,W,AA,N
DH,AE,T,K
T,W,AA,Z
UW,B,IH,L
EY,D,AH,D
Z,AE,N,AH
R,AH,N,T
R,AE,NG,K
P,AO,R,T
R,AY,S,AH
NG,T,UW,T
R,AH,G,AH
L,V,ER,Z
T,IH,V,AH
DH,IH,S,S
B,AH,L,D
IH,S,Y,IH
IH,NG,G,AH
K,N,AA,L
L,S,OW,D
IY,N,DH,AH
AO,L,EH,N
F,Y,UW,AH
EY,T,IH,D
NG,K,ER,Z
N,D,AH,L
AH,N,AO,R
D,B,IH,L
N,W,IH,L
K,L,AE,S
M,AH,N,T
SH,AH,N,AH
S,F,ER,D
UW,AH,F,L
AE,K,T,IH
F,ER,AH,N
DH,AH,B,AH
K,AW,N,S
IY,R,IY,S
AH,T,S,IH
IY,S,EH,D
ER,S,EH,D
D,IH,L,IH
Z,M,OW,S
IY,AH,N,D
L,OW,S,L
M,EH,T,AH
R,AE,K,T
AH,L,IY,L
M,Z,W,IH
T,EY,K,L
T,AY,T,N
M,DH,AH,S
IY,EH,S,L
V,IY,EH,S
R,IH,D,IH
T,AA,K,S
R,OW,L,Z
D,N,AA,T
B,IH,G,AH
M,AH,N,T
EH,K,T,AH
T,EY,T,IH
T,ER,M,AH
M,IY,K,AH
AO,R,G,AH
AH,K,AO,R
D,IH,T,IH
M,AW,TH,D
N,ER,AW,N
B,AE,NG,K
L,D,AE,N
T,R,AE,N
N,EH,S,K
K,AH,L,L
B,IH,Z,N
P,L,AE,N
AY,IH,K,S
P,P,AE,K
W,ER,L,D
IH,N,AH,S
P,EH,K,T
EY,B,ER,Z
S,P,AH,L
T,EY,IH,N
IH,NG,DH,AH
N,F,OW,K
T,ER,Z,IH
ER,N,OW,L
IY,W,ER,K
M,AH,N,T
AH,T,DH,AH
IH,NG,K,T
L,D,AA,R
AH,S,T,S
T,HH,IY,S
AH,N,S,S
S,DH,AH,AH
AH,S,IY,D
AH,N,T,S
Z,D,IH,N
K,T,ER,IH
IH,NG,K,T
UW,B,IH,L
W,IH,L,N
R,EY,JH,AH
N,D,P,AH
AH,N,Z,AH
EY,T,AH,D
AH,T,IY,AH
OW,T,AH,D
IH,S,T,S
AH,L,IY,S
T,T,EY,K
NG,IH,N,AH
N,IY,IH,R
N,T,S,AH
K,S,EH,S
R,T,ER,Z
AE,T,DH,AH
F,AY,ER,D
N,IY,M,AH
K,L,UW,D
EH,S,AE,K
IH,NG,K,AH
AH,N,T,R
NG,K,T,T
AA,Z,S,AH
T,HH,AE,Z
D,K,AH,N
Z,W,IH,L
L,ER,EY,T
S,L,OW,K
R,AA,F,AH
T,S,S,T
D,D,IH,S
IY,M,AH,N
R,IY,AE,K
HH,AE,D,S
T,R,AH,L
G,EH,R,AH
HH,EH,D,Z
R,EY,L,AH
T,R,AH,Z
S,M,AH,N
EH,S,T,AH
R,T,AH,D
ER,S,EY,L
IY,M,EY,D
N,D,S,IH
B,IY,G,IH
V,Y,EH,N
M,AH,N,T
N,T,S,AH
AH,N,Z,AH
DH,AE,T,L
T,T,UW,S
P,L,AH,N
IY,Z,AA,N
L,Y,AH,N
T,UW,IH,T
T,R,AE,N
EH,R,AH,K
D,IH,K,T
W,ER,D,L
K,SH,AH,N
IH,NG,IH,Z
AH,K,AH,N
NG,L,EH,T
G,IH,V,K
F,T,ER,N
P,AO,R,T
T,EH,P,T
S,HH,IY,R
R,EY,T,S
EY,IH,N,K
AH,M,AE,N
AE,NG,K,S
R,T,ER,IH
AH,N,T,IH
AE,L,AH,N
IH,L,T,AH
K,Y,AH,L
T,IH,D,IH
HH,AE,N,D
R,IY,S,AH
AH,V,DH,AH
S,K,AW,N
JH,AH,N,S
CH,AH,S,T
TH,R,UW,R
B,IH,L,IH
T,IH,Z,AH
IH,P,M,AH
L,B,AY,AH
K,ER,AH,N
R,EH,L,AH
IH,NG,AH,R
OW,L,IH,N
N,AH,N,D
IH,R,B,IH
JH,M,AO,R
T,W,IH,L
AH,N,TH,S
S,P,AO,R
D,D,IH,S
NG,R,AY,T
ER,B,IH,D
IH,S,AY,D
T,R,EY,D
R,M,AE,N
K,AH,L,S
IH,Z,N,IH
ER,DH,AH,K
B,AA,N,D
AE,T,AA,R
L,IY,F,D
EY,K,ER,Z
IY,AH,N,D
Z,DH,AH,S
L,UW,D,AH
F,ER,D,T
N,D,G,AH
IH,N,DH,AH
EH,K,AH,N
T,S,AE,T
IH,N,D,AH
AH,F,AY,N
Y,IY,L,D
AY,IH,K,S
K,ER,AH,N
EH,D,DH,AH
D,DH,AH,IH
R,K,AH,T
N,S,EH,D
EY,SH,AH,N
AH,D,AA,L
R,IH,S,K
B,AY,AH,N
JH,AH,S,T
T,D,EH,T
EH,R,AA,R
N,AO,F,IH
T,OW,T,AH
D,IY,Z,L
S,EH,D,L
EH,N,D,IH
IY,T,AE,K
T,IY,S,T
IH,SH,AH,N
V,IY,AH,S
B,L,IY,R
R,IH,N,D
P,L,AE,N
S,M,AH,N
Z,AH,V,D
M,AE,N,AH
AH,N,Z,AH
IH,JH,D,IH
P,AH,T,AH
SH,AH,N,AH
AY,T,W,IH
S,OW,L,D
SH,AO,R,T
T,B,IH,Z
AH,M,AE,N
R,W,AY,L
F,ER,S,T
D,AW,N,AH
IH,NG,AO,R
NG,T,UW,L
T,K,AE,N
M,AE,K,S
F,ER,S,T
OW,T,AH,L
K,IY,M,R
S,AH,Z,IH
D,DH,AE,T
EY,K,AH,N
L,EH,V,AH
D,DH,AH,S
S,IH,N,S
S,DH,IH,S
AH,TH,ER,D
NG,K,T,L
N,AH,N,D
AA,M,P,AH
AH,P,IH,K
IH,R,Z,AH
R,AH,N,D
N,S,EH,D
S,AW,N,D
AH,K,AH,N
L,AY,N,S
M,P,AH,N
ER,T,UW,L
B,IH,Z,N
D,HH,IY,D
EY,L,Z,T
AH,Y,EH,N
P,L,EY,N
EH,R,Z,S
T,W,ER,K
EY,D,ER,AH
G,IH,V,K
M,AA,N,AH
R,F,AH,L
B,IH,G,IH
N,T,R,AH
M,AA,N,AH
R,AY,S,AH
L,R,EY,Z
IH,NG,IH,N
UW,G,OW,AH
P,L,AE,N
AH,M,P,AH
K,EY,T,S
AE,Z,DH,AH
S,AH,Z,R
T,IH,T,S
IH,D,ER,AH
T,IH,K,AH
DH,AH,B,AH
D,V,AE,N
T,IH,NG,IH
ER,M,AH,N
Y,UW,Z,D
AH,N,T,R
IH,N,DH,AH
R,EH,K,AH
S,T,S,S
AH,V,DH,AH
N,W,UH,D
B,IY,AH,S
T,S,P,L
IH,N,IH,S
AH,N,Z,IH
T,IH,L,IH
AW,F,AO,R
L,AW,AE,N
S,Y,IH,R
IH,T,S,T
R,IH,T,S
EH,G,Y,AH
AA,M,AH,N
AE,N,S,AH
ER,Z,AA,R
AH,Y,IH,R
CH,AH,S,T
B,AE,NG,K
L,R,AY,T
S,EY,L,D
Z,IH,T,K
AH,K,AO,R
L,W,AO,T
AA,N,DH,AH
ZH,AH,N,IH
N,D,G,AH
R,D,ER,T
R,IY,S,K
EH,JH,UW,L
IY,S,T,R
Y,IH,R,T
AE,D,B,IH
K,AH,M,Z
L,S,T,R
T,P,EY,AH
Y,EH,N,S
T,S,IH,N
D,M,AA,R
R,K,AH,T
K,W,AH,L
S,IH,Z,AH
M,IH,T,IH
AH,N,S,T
T,ER,M,Z
M,P,IH,R
B,AY,AE,T
F,AO,R,L
EH,K,T,AH
AH,P,IH,R
AH,N,S,AH
AH,S,T,IH
L,IY,IH,N
R,JH,AH,S
L,IY,V,IH
AH,P,IY,L
T,S,IH,N
D,IH,T,S
AH,N,AH,L
T,R,EY,N
W,IY,K,S
IY,AH,S,L
IH,K,AO,Z
IY,AH,S,L
IH,N,IH,S
AO,R,DH,AH
W,ER,K,AH
L,IY,EY,T
S,L,AO,S
AO,R,P,R
N,AH,N,D
EY,SH,AH,N
T,AE,N,D
D,AH,N,D
AH,N,UW,Z
P,ER,S,IH
S,AH,Z,R
IY,F,AO,R
IY,L,AH,N
D,F,AO,R
AO,R,TH,R
T,B,IH,N
V,IY,EH,S
K,R,EH,D
AO,R,SH,AH
D,IH,T,S
W,AH,N,D
AH,L,IH,T
R,IY,P,L
EH,D,IH,T
K,T,S,S
AH,K,AA,N
EH,Z,AH,D
B,AO,R,D
K,AH,N,D
Z,OW,P,AH
IH,NG,B,AH
N,IH,N,IH
AH,N,IY,S
AH,P,AA,Z
M,AH,N,S
IY,M,AH,N
HH,AE,V,IH
P,R,AA,D
EY,SH,AH,N
S,P,EH,K
DH,ER,P,AH
AH,T,EH,N
T,IH,D,T
D,IH,S,T
D,EH,R,AH
AH,S,DH,AH
IH,N,IH,S
DH,ER,T,R
SH,AH,N,Z
N,Z,AH,N
AY,T,EH,N
IH,ZH,AH,N
L,M,AE,N
S,AY,D,Z
T,W,AA,Z
AH,D,UW,S
IH,R,W,IH
AH,N,F,R
S,F,AO,R
IH,NG,DH,AH
DH,AH,N,AH
IH,L,Y,AH
K,SH,AH,N
EH,K,AH,N
S,L,AO,S
AH,N,D,IH
N,AH,N,D
M,AH,N,D
AH,V,DH,AH
AH,N,T,R
K,L,UW,D
Y,EH,T,T
K,S,W,IH
S,T,AE,T
M,AH,N,T
EY,S,AH,S
K,ER,AH,N
IH,R,DH,AH
S,AH,Z,N
R,AE,NG,K
EH,V,AH,N
T,S,AY,N
Z,N,AH,S
V,IH,T,S
AO,R,M,D
JH,M,AH,N
S,IH,N,K
T,R,IY,IH
T,HH,AE,Z
AH,F,ER,S
AH,K,T,S
UW,D,Z,R
D,IY,AH,N
AA,T,DH,AH
AH,N,UW,L
T,IH,NG,AH
OW,T,S,L
L,UW,S,IH
AO,R,T,S
D,DH,AE,T
ER,S,EH,D
R,AY,V,AH
S,W,UH,D
ER,T,IY,Z
S,T,R,IH
ER,SH,EH,R
NG,F,AO,R
HH,IY,S,IH
DH,AE,T,K
IY,AO,R,AH
W,ER,L,D
AO,R,D,Z
D,AH,D,IH
N,D,S,T
EY,T,D,IH
UH,D,B,R
R,AH,N,K
EY,T,IH,D
AO,R,T,D
AO,R,DH,AH
IY,L,Z,R
T,HH,AE,Z
D,T,UW,AH
UW,IH,T,S
EH,D,IH,T
Z,AH,V,IH
IY,AH,S,L
ER,T,IY,Z
G,OW,L,D
T,T,AO,K
R,IH,K,AH
T,M,AH,N
AH,N,Z,S
R,AO,S,S
IY,T,EY,L
AH,V,AE,N
L,B,IH,T
Y,UW,N,AH
T,IH,NG,AH
UH,D,K,AH
N,IH,F,IH
ER,Z,IH,N
R,AH,V,IH
EH,N,SH,AH
D,OY,L,R
AH,W,IY,K
Z,SH,UH,D
Z,AH,N,D
Z,IH,K,S
IH,N,T,R
ER,M,S,AH
IH,NG,AE,T
T,UW,DH,AH
S,EH,S,IH
AH,D,EH,N
AO,F,ER,D
AH,B,IH,L
AE,NG,K,S
F,IH,S,K
AH,P,OW,Z
S,T,Y,IH
K,SH,AH,N
N,T,S,T
IH,S,K,R
M,AH,N,T
M,AE,N,AH
D,W,AY,D
AH,M,P,AH
CH,AH,S,T
P,AE,S,AH
S,Y,IH,R
IY,HH,AE,Z
S,OW,R,IH
S,IY,K,IH
M,P,AH,N
M,AE,T,IH
IH,N,D,IH
EY,SH,AH,N
K,AH,T,IH
IH,L,Y,AH
B,UH,K,S
D,F,AO,R
IY,AE,Z,R
P,ER,CH,AH
R,T,S,S
EH,D,DH,AH
N,AY,Z,D
IH,CH,IH,Z
Z,L,EH,S
Z,N,AA,T
F,AY,DH,AH
N,T,IH,N
IH,N,K,L
AH,P,F,R
T,W,ER,K
ER,CH,AH,S
AH,N,D,N
S,AH,V,AH
AH,D,AE,N
S,P,EH,K
P,AA,L,AH
K,AA,M,AH
W,UH,M,AH
EH,D,D,IH
K,R,EY,N
S,T,AE,N
D,AE,Z,AH
ER,F,AO,R
IY,P,AH,L
TH,IH,NG,K
AW,N,D,Z
OW,IH,NG,T
K,Y,AH,L
IY,W,AH,N
L,Y,UW,Z
AH,N,Y,IH
W,IY,K,L
EH,K,T,R
R,AY,D,T
ER,K,AA,R
DH,AH,S,IH
IY,D,IY,AH
AA,N,AE,N
B,R,AH,T
Z,T,UW,R
T,L,AY,K
AH,V,DH,AH
S,AH,G,R
NG,F,AO,R
IH,N,DH,AH
Z,F,AO,R
K,AO,Z,AH
AH,N,AH,N
AA,N,S,T
B,AY,HH,IH
AA,P,ER,T
K,AH,M,AH
UW,D,IH,K
IH,M,P,R
T,W,EH,R
AH,G,OW,AH
S,IH,G,N
IH,K,AH,N
L,IY,P,R
EH,D,IH,T
V,AH,G,R
IH,V,EH,L
N,OW,T,S
DH,AH,SH,AH
R,IY,M,AH
N,OW,T,S
IY,V,D,AH
Z,F,AO,R
AO,L,ER,K
AH,B,AE,R
IH,F,IH,K
T,HH,AE,D
W,AA,Z,N
L,OW,Z,D
AY,L,P,R
R,M,AH,N
N,S,IH,D
M,AH,N,T
K,L,IY,R
EH,R,W,IH
K,AE,S,T
L,IY,SH,AH
AH,V,IH,N
N,D,EH,T
N,D,P,R
N,AW,N,S
N,S,AH,N
EH,Z,AH,D
B,AY,DH,AH
AE,L,AH,N
IH,R,IY,Z
AH,N,D,AH
AH,JH,AH,S
M,P,EH,R
S,T,UW,D
B,IY,D,IH
L,AH,P,T
AH,M,P,AH
AE,K,W,AH
Y,UH,R,AH
L,AO,S,AH
S,AO,R,S
AE,Z,DH,AH
B,AH,T,S
EH,S,T,S
S,AA,N,IH
P,EH,K,T
R,T,R,AH
S,T,AA,K
IY,D,IH,D
AH,N,AH,N
DH,AH,AE,L
S,OW,AH,N
Z,AH,K,AH
IH,NG,K,T
DH,AH,B,AH
S,T,AA,R
AH,S,AE,T
T,IH,Z,K
K,AW,N,T
NG,T,UW,D
K,S,AO,R
IH,N,D,AH
L,AE,S,T
T,AH,P,R
T,ER,P,R
AH,Z,W,AH
D,Z,DH,AH
AH,M,AH,N
UW,R,AH,K
K,AW,T,AH
AH,S,IY,L
IH,Z,IH,K
F,AO,R,AH
N,D,ER,L
S,D,EY,T
D,W,ER,IH
R,UW,DH,AH
AH,T,IH,R
D,M,EH,N
N,G,EH,T
AY,S,AH,Z
B,R,IH,K
AH,K,AH,N
IH,D,B,IH
IH,NG,K,AH
P,AO,R,T
N,T,S,T
AH,L,AW,AH
K,SH,EH,R
S,ER,T,IH
D,DH,EH,R
S,P,IH,R
EH,D,AH,T
V,EH,S,T
OW,V,ER,S
S,T,M,AH
D,V,AY,Z
R,W,EY,T
EH,S,T,IH
W,IH,DH,AH
M,AE,N,AH
AA,N,AO,R
SH,AH,N,IH
L,AE,N,IH
N,D,EH,K
T,F,IY,L
ER,P,L,AH
IH,B,ER,AH
AH,S,AY,D
T,R,EY,D
S,T,EY,T
UW,D,T,R
UW,T,EY,K
ER,EY,T,IH
T,DH,AH,D
R,IY,CH,T
IH,SH,AH,L
AE,D,AH,D
T,AH,P,IH
UW,M,ER,D
IH,NG,IH,Z
AH,S,AH,Z
K,AH,N,T
IH,N,AO,R
DH,AH,M,AH
OW,S,T,S
IY,M,Z,S
K,AH,L,T
JH,AH,V,S
NG,K,S,AH
AA,R,K,AH
AO,R,T,S
S,EH,D,IH
AA,R,K,S
D,IH,SH,AH
SH,AH,N,AH
S,T,P,L
T,DH,AH,K
AE,P,S,T
EY,SH,AH,N
S,AH,F,AH
EH,D,AH,S
G,R,OW,N
R,OW,N,T
UW,HH,OW,L
Z,AH,N,D
ER,AE,Z,AH
IH,T,IY,AH
N,AE,SH,AH
IY,IH,N,T
Y,IH,R,Z
UW,AH,S,L
T,AH,L,R
V,IY,EH,S
D,F,AE,K
EY,T,IH,D
L,EH,K,T
N,EH,K,S
Z,B,AH,T
P,L,AE,N
T,IY,CH,K
K,AH,N,T
W,ER,P,R
S,IY,AH,N
K,ER,D,IH
F,L,EH,K
P,R,AH,D
SH,AH,N,AH
NG,AH,N,D
D,DH,AE,T
N,W,AA,Z
P,L,AE,N
S,W,IH,L
AH,N,IY,AH
R,AH,N,T
W,AH,N,S
N,Z,AE,T
AE,N,AE,D
Y,UW,EH,K
EH,K,S,AH
IY,S,AH,N
AH,M,Y,IH
S,T,F,R
AH,P,DH,AH
G,IH,V,AH
EH,L,AH,K
ER,AH,N,S
T,R,AH,L
L,OY,ER,Z
JH,AH,N,S
ER,B,IH,D
L,EH,V,AH
AO,F,ER,S
IH,K,W,IH
L,OW,Z,D
AA,K,Y,AH
AH,N,T,IH
G,OW,SH,AH
Z,S,EH,D
L,S,OW,D
AH,D,M,AH
NG,K,S,AH
AH,N,M,AH
ER,AH,N,T
AH,JH,IH,T
DH,AH,EH,N
AH,T,EH,N
L,AE,N,Z
S,P,AO,R
R,IY,AE,K
S,T,M,AH
AH,L,T,IH
V,EH,S,T
SH,AH,L,Z
R,OW,CH,IH
EH,K,S,AH
G,R,OW,S
DH,IH,T,S
ER,DH,AH,IH
IH,R,IY,AH
ER,T,UW,R
R,P,AH,L
P,R,AH,S
S,AH,Z,D
AH,T,IY,Z
Z,W,EH,R
IH,V,EH,L
T,R,AE,T
S,P,EH,K
AE,S,T,AH
F,T,S,AH
CH,ER,F,R
T,M,AH,N
R,EH,P,R
Z,T,UW,IH
AH,P,OW,Z
Z,F,R,AH
AE,D,AH,D
D,N,AA,T
IH,SH,AH,N
AY,IH,NG,T
UW,R,AH,N
IH,L,Y,AH
P,AO,R,T
N,L,EY,T
IH,V,EH,N
EY,SH,AH,N
AE,D,AH,D
T,S,EH,D
JH,R,EY,T
AW,N,D,K
TH,AH,N,D
V,IH,K,S
EH,D,IH,T
M,AH,N,T
IH,S,K,AH
M,D,IH,S
IY,EH,S,L
D,AW,N,AH
EY,SH,AH,N
AH,L,IY,IH
EH,T,IH,K
L,T,IH,N
L,IY,D,IH
EH,R,IY,AH
D,F,R,AH
G,EH,N,S
Z,F,AO,R
T,AH,L,IH
AH,P,AH,L
IY,S,EH,D
L,Y,UW,AH
ER,EY,T,IH
AH,M,IH,T
M,AA,R,K
AH,T,IH,N
AE,T,W,IH
T,R,IY,K
EY,K,AH,N
AA,Z,IH,T
T,ER,Z,AH
K,T,S,AH
AH,K,AA,N
L,Y,AH,N
L,Y,AH,N
JH,IH,N,N
L,G,UH,D
V,AH,N,T
R,AY,S,IH
AA,T,G,IH
R,AA,F,AH
AH,D,M,AH
F,AO,R,IH
IH,L,AH,T
K,R,OW,T
AW,N,S,T
AH,P,AA,S
L,S,OW,S
