buying,maint,doors,persons,lug_boot,safety,class
low,high,_3,more,big,med,acc
low,high,_3,more,big,high,vgood
low,high,_4,_2,small,low,unacc
low,high,_4,_2,small,med,unacc
low,high,_4,_2,small,high,unacc
low,high,_4,_2,med,low,unacc
low,high,_4,_2,med,med,unacc
low,high,_4,_2,med,high,unacc
low,high,_4,_2,big,low,unacc
low,high,_4,_2,big,med,unacc
low,high,_4,_2,big,high,unacc
low,high,_4,_4,small,low,unacc
low,high,_4,_4,small,med,acc
low,high,_4,_4,small,high,acc
low,high,_4,_4,med,low,unacc
low,high,_4,_4,med,med,acc
low,high,_4,_4,med,high,vgood
low,high,_4,_4,big,low,unacc
low,high,_4,_4,big,med,acc
low,high,_4,_4,big,high,vgood
low,high,_4,more,small,low,unacc
low,high,_4,more,small,med,acc
low,high,_4,more,small,high,acc
low,high,_4,more,med,low,unacc
low,high,_4,more,med,med,acc
low,high,_4,more,med,high,vgood
low,high,_4,more,big,low,unacc
low,high,_4,more,big,med,acc
low,high,_4,more,big,high,vgood
low,high,5more,_2,small,low,unacc
low,high,5more,_2,small,med,unacc
low,high,5more,_2,small,high,unacc
low,high,5more,_2,med,low,unacc
low,high,5more,_2,med,med,unacc
low,high,5more,_2,med,high,unacc
low,high,5more,_2,big,low,unacc
low,high,5more,_2,big,med,unacc
low,high,5more,_2,big,high,unacc
low,high,5more,_4,small,low,unacc
low,high,5more,_4,small,med,acc
low,high,5more,_4,small,high,acc
low,high,5more,_4,med,low,unacc
low,high,5more,_4,med,med,acc
low,high,5more,_4,med,high,vgood
low,high,5more,_4,big,low,unacc
low,high,5more,_4,big,med,acc
low,high,5more,_4,big,high,vgood
low,high,5more,more,small,low,unacc
low,high,5more,more,small,med,acc
low,high,5more,more,small,high,acc
low,high,5more,more,med,low,unacc
low,high,5more,more,med,med,acc
low,high,5more,more,med,high,vgood
low,high,5more,more,big,low,unacc
low,high,5more,more,big,med,acc
low,high,5more,more,big,high,vgood
low,med,_2,_2,small,low,unacc
low,med,_2,_2,small,med,unacc
low,med,_2,_2,small,high,unacc
low,med,_2,_2,med,low,unacc
low,med,_2,_2,med,med,unacc
low,med,_2,_2,med,high,unacc
low,med,_2,_2,big,low,unacc
low,med,_2,_2,big,med,unacc
low,med,_2,_2,big,high,unacc
low,med,_2,_4,small,low,unacc
low,med,_2,_4,small,med,acc
low,med,_2,_4,small,high,good
low,med,_2,_4,med,low,unacc
low,med,_2,_4,med,med,acc
low,med,_2,_4,med,high,good
low,med,_2,_4,big,low,unacc
low,med,_2,_4,big,med,good
low,med,_2,_4,big,high,vgood
low,med,_2,more,small,low,unacc
low,med,_2,more,small,med,unacc
low,med,_2,more,small,high,unacc
low,med,_2,more,med,low,unacc
low,med,_2,more,med,med,acc
low,med,_2,more,med,high,good
low,med,_2,more,big,low,unacc
low,med,_2,more,big,med,good
low,med,_2,more,big,high,vgood
low,med,_3,_2,small,low,unacc
low,med,_3,_2,small,med,unacc
low,med,_3,_2,small,high,unacc
low,med,_3,_2,med,low,unacc
low,med,_3,_2,med,med,unacc
low,med,_3,_2,med,high,unacc
low,med,_3,_2,big,low,unacc
low,med,_3,_2,big,med,unacc
low,med,_3,_2,big,high,unacc
low,med,_3,_4,small,low,unacc
low,med,_3,_4,small,med,acc
low,med,_3,_4,small,high,good
low,med,_3,_4,med,low,unacc
low,med,_3,_4,med,med,acc
low,med,_3,_4,med,high,good
low,med,_3,_4,big,low,unacc
low,med,_3,_4,big,med,good
low,med,_3,_4,big,high,vgood
low,med,_3,more,small,low,unacc
low,med,_3,more,small,med,acc
low,med,_3,more,small,high,good
low,med,_3,more,med,low,unacc
low,med,_3,more,med,med,good
low,med,_3,more,med,high,vgood
low,med,_3,more,big,low,unacc
low,med,_3,more,big,med,good
low,med,_3,more,big,high,vgood
low,med,_4,_2,small,low,unacc
low,med,_4,_2,small,med,unacc
low,med,_4,_2,small,high,unacc
low,med,_4,_2,med,low,unacc
low,med,_4,_2,med,med,unacc
low,med,_4,_2,med,high,unacc
low,med,_4,_2,big,low,unacc
low,med,_4,_2,big,med,unacc
low,med,_4,_2,big,high,unacc
low,med,_4,_4,small,low,unacc
low,med,_4,_4,small,med,acc
low,med,_4,_4,small,high,good
low,med,_4,_4,med,low,unacc
low,med,_4,_4,med,med,good
low,med,_4,_4,med,high,vgood
low,med,_4,_4,big,low,unacc
low,med,_4,_4,big,med,good
low,med,_4,_4,big,high,vgood
low,med,_4,more,small,low,unacc
low,med,_4,more,small,med,acc
low,med,_4,more,small,high,good
low,med,_4,more,med,low,unacc
low,med,_4,more,med,med,good
low,med,_4,more,med,high,vgood
low,med,_4,more,big,low,unacc
low,med,_4,more,big,med,good
low,med,_4,more,big,high,vgood
low,med,5more,_2,small,low,unacc
low,med,5more,_2,small,med,unacc
low,med,5more,_2,small,high,unacc
low,med,5more,_2,med,low,unacc
low,med,5more,_2,med,med,unacc
low,med,5more,_2,med,high,unacc
low,med,5more,_2,big,low,unacc
low,med,5more,_2,big,med,unacc
low,med,5more,_2,big,high,unacc
low,med,5more,_4,small,low,unacc
low,med,5more,_4,small,med,acc
low,med,5more,_4,small,high,good
low,med,5more,_4,med,low,unacc
low,med,5more,_4,med,med,good
low,med,5more,_4,med,high,vgood
low,med,5more,_4,big,low,unacc
low,med,5more,_4,big,med,good
low,med,5more,_4,big,high,vgood
low,med,5more,more,small,low,unacc
low,med,5more,more,small,med,acc
low,med,5more,more,small,high,good
low,med,5more,more,med,low,unacc
low,med,5more,more,med,med,good
low,med,5more,more,med,high,vgood
low,med,5more,more,big,low,unacc
low,med,5more,more,big,med,good
low,med,5more,more,big,high,vgood
low,low,_2,_2,small,low,unacc
low,low,_2,_2,small,med,unacc
low,low,_2,_2,small,high,unacc
low,low,_2,_2,med,low,unacc
low,low,_2,_2,med,med,unacc
low,low,_2,_2,med,high,unacc
low,low,_2,_2,big,low,unacc
low,low,_2,_2,big,med,unacc
low,low,_2,_2,big,high,unacc
low,low,_2,_4,small,low,unacc
low,low,_2,_4,small,med,acc
low,low,_2,_4,small,high,good
low,low,_2,_4,med,low,unacc
low,low,_2,_4,med,med,acc
low,low,_2,_4,med,high,good
low,low,_2,_4,big,low,unacc
low,low,_2,_4,big,med,good
low,low,_2,_4,big,high,vgood
low,low,_2,more,small,low,unacc
low,low,_2,more,small,med,unacc
low,low,_2,more,small,high,unacc
low,low,_2,more,med,low,unacc
low,low,_2,more,med,med,acc
low,low,_2,more,med,high,good
low,low,_2,more,big,low,unacc
low,low,_2,more,big,med,good
low,low,_2,more,big,high,vgood
low,low,_3,_2,small,low,unacc
low,low,_3,_2,small,med,unacc
low,low,_3,_2,small,high,unacc
low,low,_3,_2,med,low,unacc
low,low,_3,_2,med,med,unacc
low,low,_3,_2,med,high,unacc
low,low,_3,_2,big,low,unacc
low,low,_3,_2,big,med,unacc
low,low,_3,_2,big,high,unacc
low,low,_3,_4,small,low,unacc
low,low,_3,_4,small,med,acc
low,low,_3,_4,small,high,good
low,low,_3,_4,med,low,unacc
low,low,_3,_4,med,med,acc
low,low,_3,_4,med,high,good
low,low,_3,_4,big,low,unacc
low,low,_3,_4,big,med,good
low,low,_3,_4,big,high,vgood
low,low,_3,more,small,low,unacc
low,low,_3,more,small,med,acc
low,low,_3,more,small,high,good
low,low,_3,more,med,low,unacc
low,low,_3,more,med,med,good
low,low,_3,more,med,high,vgood
low,low,_3,more,big,low,unacc
low,low,_3,more,big,med,good
low,low,_3,more,big,high,vgood
low,low,_4,_2,small,low,unacc
low,low,_4,_2,small,med,unacc
low,low,_4,_2,small,high,unacc
low,low,_4,_2,med,low,unacc
low,low,_4,_2,med,med,unacc
low,low,_4,_2,med,high,unacc
low,low,_4,_2,big,low,unacc
low,low,_4,_2,big,med,unacc
low,low,_4,_2,big,high,unacc
low,low,_4,_4,small,low,unacc
low,low,_4,_4,small,med,acc
low,low,_4,_4,small,high,good
low,low,_4,_4,med,low,unacc
low,low,_4,_4,med,med,good
low,low,_4,_4,med,high,vgood
low,low,_4,_4,big,low,unacc
low,low,_4,_4,big,med,good
low,low,_4,_4,big,high,vgood
low,low,_4,more,small,low,unacc
low,low,_4,more,small,med,acc
low,low,_4,more,small,high,good
low,low,_4,more,med,low,unacc
low,low,_4,more,med,med,good
low,low,_4,more,med,high,vgood
low,low,_4,more,big,low,unacc
low,low,_4,more,big,med,good
low,low,_4,more,big,high,vgood
low,low,5more,_2,small,low,unacc
low,low,5more,_2,small,med,unacc
low,low,5more,_2,small,high,unacc
low,low,5more,_2,med,low,unacc
low,low,5more,_2,med,med,unacc
low,low,5more,_2,med,high,unacc
low,low,5more,_2,big,low,unacc
low,low,5more,_2,big,med,unacc
low,low,5more,_2,big,high,unacc
low,low,5more,_4,small,low,unacc
low,low,5more,_4,small,med,acc
low,low,5more,_4,small,high,good
low,low,5more,_4,med,low,unacc
low,low,5more,_4,med,med,good
low,low,5more,_4,med,high,vgood
low,low,5more,_4,big,low,unacc
low,low,5more,_4,big,med,good
low,low,5more,_4,big,high,vgood
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,acc
low,low,5more,more,small,high,good
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,good
low,low,5more,more,med,high,vgood
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,good
low,low,5more,more,big,high,vgood
